The 0 round: 46 buy tx | 53 sell tx | 1 unfinished tx.
The 109 round: 48 buy tx | 52 sell tx | 5 unfinished tx.
The 110 round: 45 buy tx | 54 sell tx | 6 unfinished tx.
The 111 round: 48 buy tx | 53 sell tx | 5 unfinished tx.
The 112 round: 49 buy tx | 51 sell tx | 5 unfinished tx.
The 113 round: 49 buy tx | 49 sell tx | 7 unfinished tx.
The 114 round: 49 buy tx | 51 sell tx | 7 unfinished tx.
The 115 round: 53 buy tx | 47 sell tx | 7 unfinished tx.
The 116 round: 53 buy tx | 47 sell tx | 7 unfinished tx.
The 117 round: 53 buy tx | 47 sell tx | 7 unfinished tx.
The 118 round: 51 buy tx | 49 sell tx | 7 unfinished tx.
The 119 round: 55 buy tx | 46 sell tx | 6 unfinished tx.
The 120 round: 48 buy tx | 52 sell tx | 6 unfinished tx.
The 121 round: 48 buy tx | 53 sell tx | 5 unfinished tx.
The 122 round: 59 buy tx | 41 sell tx | 5 unfinished tx.
The 123 round: 53 buy tx | 47 sell tx | 5 unfinished tx.
The 124 round: 48 buy tx | 51 sell tx | 6 unfinished tx.
The 125 round: 50 buy tx | 51 sell tx | 5 unfinished tx.
The 126 round: 42 buy tx | 58 sell tx | 5 unfinished tx.
The 127 round: 49 buy tx | 50 sell tx | 6 unfinished tx.
The 128 round: 51 buy tx | 50 sell tx | 5 unfinished tx.
The 129 round: 49 buy tx | 51 sell tx | 5 unfinished tx.
The 130 round: 52 buy tx | 48 sell tx | 5 unfinished tx.
The 131 round: 57 buy tx | 43 sell tx | 5 unfinished tx.
The 132 round: 46 buy tx | 54 sell tx | 5 unfinished tx.
The 133 round: 50 buy tx | 51 sell tx | 4 unfinished tx.
The 134 round: 49 buy tx | 51 sell tx | 4 unfinished tx.
The 135 round: 48 buy tx | 52 sell tx | 4 unfinished tx.
The 136 round: 54 buy tx | 46 sell tx | 4 unfinished tx.
The 137 round: 47 buy tx | 53 sell tx | 4 unfinished tx.
The 138 round: 44 buy tx | 56 sell tx | 4 unfinished tx.
The 139 round: 51 buy tx | 49 sell tx | 4 unfinished tx.
The 140 round: 50 buy tx | 50 sell tx | 4 unfinished tx.
The 141 round: 56 buy tx | 44 sell tx | 4 unfinished tx.
The 142 round: 41 buy tx | 59 sell tx | 4 unfinished tx.
The 143 round: 50 buy tx | 49 sell tx | 5 unfinished tx.
The 144 round: 44 buy tx | 57 sell tx | 4 unfinished tx.
The 145 round: 55 buy tx | 43 sell tx | 6 unfinished tx.
The 146 round: 50 buy tx | 50 sell tx | 6 unfinished tx.
The 147 round: 50 buy tx | 50 sell tx | 6 unfinished tx.
The 148 round: 44 buy tx | 55 sell tx | 7 unfinished tx.
The 149 round: 53 buy tx | 49 sell tx | 5 unfinished tx.
The 150 round: 50 buy tx | 49 sell tx | 6 unfinished tx.
The 151 round: 48 buy tx | 51 sell tx | 7 unfinished tx.
The 152 round: 50 buy tx | 50 sell tx | 7 unfinished tx.
The 153 round: 61 buy tx | 40 sell tx | 6 unfinished tx.
The 154 round: 44 buy tx | 57 sell tx | 5 unfinished tx.
The 155 round: 50 buy tx | 50 sell tx | 5 unfinished tx.
The 156 round: 43 buy tx | 57 sell tx | 5 unfinished tx.
The 157 round: 45 buy tx | 55 sell tx | 5 unfinished tx.
The 158 round: 50 buy tx | 48 sell tx | 7 unfinished tx.
The 159 round: 44 buy tx | 55 sell tx | 8 unfinished tx.
The 160 round: 44 buy tx | 57 sell tx | 7 unfinished tx.
The 161 round: 52 buy tx | 49 sell tx | 6 unfinished tx.
The 162 round: 54 buy tx | 46 sell tx | 6 unfinished tx.
The 163 round: 55 buy tx | 45 sell tx | 6 unfinished tx.
The 164 round: 39 buy tx | 62 sell tx | 5 unfinished tx.
The 165 round: 51 buy tx | 49 sell tx | 5 unfinished tx.
The 166 round: 55 buy tx | 45 sell tx | 5 unfinished tx.
The 167 round: 47 buy tx | 53 sell tx | 5 unfinished tx.
The 168 round: 43 buy tx | 56 sell tx | 6 unfinished tx.
The 169 round: 52 buy tx | 48 sell tx | 6 unfinished tx.
The 170 round: 49 buy tx | 51 sell tx | 6 unfinished tx.
The 171 round: 52 buy tx | 48 sell tx | 6 unfinished tx.
The 172 round: 42 buy tx | 58 sell tx | 6 unfinished tx.
The 173 round: 52 buy tx | 48 sell tx | 6 unfinished tx.
The 174 round: 53 buy tx | 46 sell tx | 7 unfinished tx.
The 175 round: 54 buy tx | 46 sell tx | 7 unfinished tx.
The 176 round: 48 buy tx | 51 sell tx | 8 unfinished tx.
The 177 round: 42 buy tx | 57 sell tx | 9 unfinished tx.
The 178 round: 47 buy tx | 55 sell tx | 7 unfinished tx.
The 179 round: 44 buy tx | 57 sell tx | 6 unfinished tx.
The 180 round: 44 buy tx | 56 sell tx | 6 unfinished tx.
The 181 round: 55 buy tx | 45 sell tx | 6 unfinished tx.
The 182 round: 47 buy tx | 53 sell tx | 6 unfinished tx.
The 183 round: 52 buy tx | 47 sell tx | 7 unfinished tx.
The 184 round: 56 buy tx | 43 sell tx | 8 unfinished tx.
The 185 round: 48 buy tx | 51 sell tx | 9 unfinished tx.
The 186 round: 52 buy tx | 49 sell tx | 8 unfinished tx.
The 187 round: 58 buy tx | 43 sell tx | 7 unfinished tx.
The 188 round: 51 buy tx | 50 sell tx | 6 unfinished tx.
The 189 round: 53 buy tx | 46 sell tx | 7 unfinished tx.
The 190 round: 47 buy tx | 53 sell tx | 7 unfinished tx.
The 191 round: 52 buy tx | 48 sell tx | 7 unfinished tx.
The 192 round: 46 buy tx | 53 sell tx | 8 unfinished tx.
The 193 round: 53 buy tx | 47 sell tx | 8 unfinished tx.
The 194 round: 48 buy tx | 54 sell tx | 6 unfinished tx.
The 195 round: 56 buy tx | 44 sell tx | 6 unfinished tx.
The 196 round: 51 buy tx | 49 sell tx | 6 unfinished tx.
The 197 round: 48 buy tx | 51 sell tx | 7 unfinished tx.
The 198 round: 51 buy tx | 50 sell tx | 6 unfinished tx.
The 199 round: 53 buy tx | 46 sell tx | 7 unfinished tx.
The 200 round: 100 buy tx | 0 sell tx | 7 unfinished tx.
The 201 round: 62 buy tx | 42 sell tx | 3 unfinished tx.
The 202 round: 52 buy tx | 47 sell tx | 4 unfinished tx.
The 203 round: 52 buy tx | 46 sell tx | 6 unfinished tx.
The 204 round: 42 buy tx | 60 sell tx | 4 unfinished tx.
The 205 round: 46 buy tx | 56 sell tx | 2 unfinished tx.
The 206 round: 47 buy tx | 52 sell tx | 3 unfinished tx.
The 207 round: 53 buy tx | 46 sell tx | 4 unfinished tx.
The 208 round: 45 buy tx | 55 sell tx | 4 unfinished tx.
The 209 round: 47 buy tx | 53 sell tx | 4 unfinished tx.
The 210 round: 48 buy tx | 51 sell tx | 5 unfinished tx.
The 211 round: 54 buy tx | 45 sell tx | 6 unfinished tx.
The 212 round: 54 buy tx | 47 sell tx | 5 unfinished tx.
The 213 round: 53 buy tx | 48 sell tx | 4 unfinished tx.
The 214 round: 50 buy tx | 52 sell tx | 2 unfinished tx.
The 215 round: 48 buy tx | 52 sell tx | 2 unfinished tx.
The 216 round: 50 buy tx | 50 sell tx | 2 unfinished tx.
The 217 round: 53 buy tx | 47 sell tx | 2 unfinished tx.
The 218 round: 51 buy tx | 49 sell tx | 2 unfinished tx.
The 219 round: 57 buy tx | 43 sell tx | 2 unfinished tx.
The 220 round: 47 buy tx | 52 sell tx | 3 unfinished tx.
The 221 round: 55 buy tx | 46 sell tx | 2 unfinished tx.
The 222 round: 49 buy tx | 50 sell tx | 3 unfinished tx.
The 223 round: 58 buy tx | 43 sell tx | 2 unfinished tx.
The 224 round: 49 buy tx | 49 sell tx | 4 unfinished tx.
The 225 round: 47 buy tx | 54 sell tx | 3 unfinished tx.
The 226 round: 44 buy tx | 56 sell tx | 3 unfinished tx.
The 227 round: 60 buy tx | 40 sell tx | 3 unfinished tx.
The 228 round: 40 buy tx | 59 sell tx | 4 unfinished tx.
The 229 round: 45 buy tx | 56 sell tx | 3 unfinished tx.
The 230 round: 55 buy tx | 45 sell tx | 3 unfinished tx.
The 231 round: 51 buy tx | 49 sell tx | 3 unfinished tx.
The 232 round: 59 buy tx | 42 sell tx | 2 unfinished tx.
The 233 round: 46 buy tx | 54 sell tx | 2 unfinished tx.
The 234 round: 44 buy tx | 56 sell tx | 2 unfinished tx.
The 235 round: 56 buy tx | 43 sell tx | 3 unfinished tx.
The 236 round: 49 buy tx | 50 sell tx | 4 unfinished tx.
The 237 round: 44 buy tx | 55 sell tx | 5 unfinished tx.
The 238 round: 47 buy tx | 54 sell tx | 4 unfinished tx.
The 239 round: 48 buy tx | 52 sell tx | 4 unfinished tx.
The 240 round: 46 buy tx | 54 sell tx | 4 unfinished tx.
The 241 round: 46 buy tx | 54 sell tx | 4 unfinished tx.
The 242 round: 59 buy tx | 41 sell tx | 4 unfinished tx.
The 243 round: 48 buy tx | 52 sell tx | 4 unfinished tx.
The 244 round: 51 buy tx | 49 sell tx | 4 unfinished tx.
The 245 round: 47 buy tx | 53 sell tx | 4 unfinished tx.
The 246 round: 54 buy tx | 46 sell tx | 4 unfinished tx.
The 247 round: 45 buy tx | 54 sell tx | 5 unfinished tx.
The 248 round: 44 buy tx | 57 sell tx | 4 unfinished tx.
The 249 round: 51 buy tx | 49 sell tx | 4 unfinished tx.
The 250 round: 41 buy tx | 59 sell tx | 4 unfinished tx.
The 251 round: 51 buy tx | 48 sell tx | 5 unfinished tx.
The 252 round: 52 buy tx | 47 sell tx | 6 unfinished tx.
The 253 round: 46 buy tx | 54 sell tx | 6 unfinished tx.
The 254 round: 53 buy tx | 45 sell tx | 8 unfinished tx.
The 255 round: 49 buy tx | 52 sell tx | 7 unfinished tx.
The 256 round: 47 buy tx | 53 sell tx | 7 unfinished tx.
The 257 round: 53 buy tx | 47 sell tx | 7 unfinished tx.
The 258 round: 51 buy tx | 48 sell tx | 8 unfinished tx.
The 259 round: 47 buy tx | 54 sell tx | 7 unfinished tx.
The 260 round: 49 buy tx | 50 sell tx | 8 unfinished tx.
The 261 round: 46 buy tx | 53 sell tx | 9 unfinished tx.
The 262 round: 47 buy tx | 53 sell tx | 9 unfinished tx.
The 263 round: 51 buy tx | 49 sell tx | 9 unfinished tx.
The 264 round: 55 buy tx | 46 sell tx | 8 unfinished tx.
The 265 round: 49 buy tx | 51 sell tx | 8 unfinished tx.
The 266 round: 56 buy tx | 44 sell tx | 8 unfinished tx.
The 267 round: 45 buy tx | 57 sell tx | 6 unfinished tx.
The 268 round: 46 buy tx | 53 sell tx | 7 unfinished tx.
The 269 round: 51 buy tx | 49 sell tx | 7 unfinished tx.
The 270 round: 47 buy tx | 52 sell tx | 8 unfinished tx.
The 271 round: 46 buy tx | 54 sell tx | 8 unfinished tx.
The 272 round: 47 buy tx | 53 sell tx | 8 unfinished tx.
The 273 round: 38 buy tx | 62 sell tx | 8 unfinished tx.
The 274 round: 50 buy tx | 50 sell tx | 8 unfinished tx.
The 275 round: 56 buy tx | 44 sell tx | 8 unfinished tx.
The 276 round: 41 buy tx | 59 sell tx | 8 unfinished tx.
The 277 round: 54 buy tx | 47 sell tx | 7 unfinished tx.
The 278 round: 44 buy tx | 56 sell tx | 7 unfinished tx.
The 279 round: 48 buy tx | 52 sell tx | 7 unfinished tx.
The 280 round: 46 buy tx | 54 sell tx | 7 unfinished tx.
The 281 round: 49 buy tx | 51 sell tx | 7 unfinished tx.
The 282 round: 48 buy tx | 52 sell tx | 7 unfinished tx.
The 283 round: 46 buy tx | 54 sell tx | 7 unfinished tx.
The 284 round: 51 buy tx | 49 sell tx | 7 unfinished tx.
The 285 round: 51 buy tx | 48 sell tx | 8 unfinished tx.
The 286 round: 43 buy tx | 57 sell tx | 8 unfinished tx.
The 287 round: 54 buy tx | 46 sell tx | 8 unfinished tx.
The 288 round: 56 buy tx | 44 sell tx | 8 unfinished tx.
The 289 round: 56 buy tx | 43 sell tx | 9 unfinished tx.
The 290 round: 51 buy tx | 49 sell tx | 9 unfinished tx.
The 291 round: 52 buy tx | 48 sell tx | 9 unfinished tx.
The 292 round: 45 buy tx | 55 sell tx | 9 unfinished tx.
The 293 round: 56 buy tx | 43 sell tx | 10 unfinished tx.
The 294 round: 56 buy tx | 45 sell tx | 9 unfinished tx.
The 295 round: 48 buy tx | 52 sell tx | 9 unfinished tx.
The 296 round: 54 buy tx | 46 sell tx | 9 unfinished tx.
The 297 round: 49 buy tx | 52 sell tx | 8 unfinished tx.
The 298 round: 45 buy tx | 55 sell tx | 8 unfinished tx.
The 299 round: 54 buy tx | 46 sell tx | 8 unfinished tx.
The 300 round: 50 buy tx | 49 sell tx | 9 unfinished tx.
The 301 round: 52 buy tx | 48 sell tx | 9 unfinished tx.
The 302 round: 54 buy tx | 47 sell tx | 8 unfinished tx.
The 303 round: 54 buy tx | 46 sell tx | 8 unfinished tx.
The 304 round: 46 buy tx | 54 sell tx | 8 unfinished tx.
The 305 round: 53 buy tx | 47 sell tx | 8 unfinished tx.
The 306 round: 51 buy tx | 49 sell tx | 8 unfinished tx.
The 307 round: 50 buy tx | 50 sell tx | 8 unfinished tx.
The 308 round: 48 buy tx | 52 sell tx | 8 unfinished tx.
The 309 round: 55 buy tx | 45 sell tx | 8 unfinished tx.
The 310 round: 54 buy tx | 45 sell tx | 9 unfinished tx.
The 311 round: 45 buy tx | 55 sell tx | 9 unfinished tx.
The 312 round: 48 buy tx | 53 sell tx | 8 unfinished tx.
The 313 round: 49 buy tx | 52 sell tx | 7 unfinished tx.
The 314 round: 54 buy tx | 45 sell tx | 8 unfinished tx.
The 315 round: 54 buy tx | 46 sell tx | 8 unfinished tx.
The 316 round: 56 buy tx | 43 sell tx | 9 unfinished tx.
The 317 round: 55 buy tx | 46 sell tx | 8 unfinished tx.
The 318 round: 47 buy tx | 53 sell tx | 8 unfinished tx.
The 319 round: 60 buy tx | 40 sell tx | 8 unfinished tx.
The 320 round: 52 buy tx | 48 sell tx | 8 unfinished tx.
The 321 round: 50 buy tx | 50 sell tx | 8 unfinished tx.
The 322 round: 49 buy tx | 51 sell tx | 8 unfinished tx.
The 323 round: 47 buy tx | 53 sell tx | 8 unfinished tx.
The 324 round: 56 buy tx | 45 sell tx | 7 unfinished tx.
The 325 round: 48 buy tx | 52 sell tx | 7 unfinished tx.
The 326 round: 51 buy tx | 49 sell tx | 7 unfinished tx.
The 327 round: 51 buy tx | 49 sell tx | 7 unfinished tx.
The 328 round: 43 buy tx | 56 sell tx | 8 unfinished tx.
The 329 round: 42 buy tx | 58 sell tx | 8 unfinished tx.
The 330 round: 58 buy tx | 41 sell tx | 9 unfinished tx.
The 331 round: 48 buy tx | 53 sell tx | 8 unfinished tx.
The 332 round: 47 buy tx | 53 sell tx | 8 unfinished tx.
The 333 round: 39 buy tx | 61 sell tx | 8 unfinished tx.
The 334 round: 47 buy tx | 54 sell tx | 7 unfinished tx.
The 335 round: 51 buy tx | 49 sell tx | 7 unfinished tx.
The 336 round: 48 buy tx | 52 sell tx | 7 unfinished tx.
The 337 round: 44 buy tx | 56 sell tx | 7 unfinished tx.
The 338 round: 52 buy tx | 48 sell tx | 7 unfinished tx.
The 339 round: 46 buy tx | 53 sell tx | 8 unfinished tx.
The 340 round: 48 buy tx | 52 sell tx | 8 unfinished tx.
The 341 round: 48 buy tx | 52 sell tx | 8 unfinished tx.
The 342 round: 49 buy tx | 50 sell tx | 9 unfinished tx.
The 343 round: 42 buy tx | 58 sell tx | 9 unfinished tx.
The 344 round: 50 buy tx | 51 sell tx | 8 unfinished tx.
The 345 round: 56 buy tx | 44 sell tx | 8 unfinished tx.
The 346 round: 53 buy tx | 48 sell tx | 7 unfinished tx.
The 347 round: 50 buy tx | 50 sell tx | 7 unfinished tx.
The 348 round: 52 buy tx | 49 sell tx | 6 unfinished tx.
The 349 round: 50 buy tx | 51 sell tx | 5 unfinished tx.
The 350 round: 46 buy tx | 54 sell tx | 5 unfinished tx.
The 351 round: 43 buy tx | 57 sell tx | 5 unfinished tx.
The 352 round: 52 buy tx | 48 sell tx | 5 unfinished tx.
The 353 round: 44 buy tx | 52 sell tx | 9 unfinished tx.
The 354 round: 53 buy tx | 48 sell tx | 8 unfinished tx.
The 355 round: 40 buy tx | 59 sell tx | 9 unfinished tx.
The 356 round: 49 buy tx | 52 sell tx | 8 unfinished tx.
The 357 round: 49 buy tx | 51 sell tx | 8 unfinished tx.
The 358 round: 44 buy tx | 56 sell tx | 8 unfinished tx.
The 359 round: 51 buy tx | 50 sell tx | 7 unfinished tx.
The 360 round: 56 buy tx | 44 sell tx | 7 unfinished tx.
The 361 round: 54 buy tx | 46 sell tx | 7 unfinished tx.
The 362 round: 50 buy tx | 51 sell tx | 6 unfinished tx.
The 363 round: 48 buy tx | 52 sell tx | 6 unfinished tx.
The 364 round: 49 buy tx | 51 sell tx | 6 unfinished tx.
The 365 round: 52 buy tx | 48 sell tx | 6 unfinished tx.
The 366 round: 53 buy tx | 45 sell tx | 8 unfinished tx.
The 367 round: 60 buy tx | 39 sell tx | 9 unfinished tx.
The 368 round: 45 buy tx | 54 sell tx | 10 unfinished tx.
The 369 round: 48 buy tx | 53 sell tx | 9 unfinished tx.
The 370 round: 48 buy tx | 52 sell tx | 9 unfinished tx.
The 371 round: 41 buy tx | 59 sell tx | 9 unfinished tx.
The 372 round: 57 buy tx | 43 sell tx | 9 unfinished tx.
The 373 round: 48 buy tx | 52 sell tx | 9 unfinished tx.
The 374 round: 46 buy tx | 54 sell tx | 9 unfinished tx.
The 375 round: 59 buy tx | 41 sell tx | 9 unfinished tx.
The 376 round: 57 buy tx | 43 sell tx | 9 unfinished tx.
The 377 round: 42 buy tx | 59 sell tx | 8 unfinished tx.
The 378 round: 46 buy tx | 54 sell tx | 8 unfinished tx.
The 379 round: 48 buy tx | 53 sell tx | 7 unfinished tx.
The 380 round: 48 buy tx | 54 sell tx | 5 unfinished tx.
The 381 round: 52 buy tx | 48 sell tx | 5 unfinished tx.
The 382 round: 50 buy tx | 50 sell tx | 5 unfinished tx.
The 383 round: 47 buy tx | 53 sell tx | 5 unfinished tx.
The 384 round: 56 buy tx | 41 sell tx | 8 unfinished tx.
The 385 round: 59 buy tx | 41 sell tx | 8 unfinished tx.
The 386 round: 47 buy tx | 53 sell tx | 8 unfinished tx.
The 387 round: 52 buy tx | 48 sell tx | 8 unfinished tx.
The 388 round: 50 buy tx | 49 sell tx | 9 unfinished tx.
The 389 round: 52 buy tx | 49 sell tx | 8 unfinished tx.
The 390 round: 51 buy tx | 48 sell tx | 9 unfinished tx.
The 391 round: 54 buy tx | 48 sell tx | 7 unfinished tx.
The 392 round: 46 buy tx | 55 sell tx | 6 unfinished tx.
The 393 round: 50 buy tx | 50 sell tx | 6 unfinished tx.
The 394 round: 48 buy tx | 51 sell tx | 7 unfinished tx.
The 395 round: 53 buy tx | 48 sell tx | 6 unfinished tx.
The 396 round: 48 buy tx | 52 sell tx | 6 unfinished tx.
The 397 round: 52 buy tx | 48 sell tx | 6 unfinished tx.
The 398 round: 50 buy tx | 49 sell tx | 7 unfinished tx.
The 399 round: 42 buy tx | 58 sell tx | 7 unfinished tx.
The 400 round: 1 buy tx | 98 sell tx | 8 unfinished tx.
The 401 round: 52 buy tx | 52 sell tx | 4 unfinished tx.
The 402 round: 57 buy tx | 43 sell tx | 4 unfinished tx.
The 403 round: 50 buy tx | 50 sell tx | 4 unfinished tx.
The 404 round: 51 buy tx | 49 sell tx | 4 unfinished tx.
The 405 round: 49 buy tx | 50 sell tx | 5 unfinished tx.
The 406 round: 51 buy tx | 50 sell tx | 4 unfinished tx.
The 407 round: 54 buy tx | 46 sell tx | 4 unfinished tx.
The 408 round: 45 buy tx | 54 sell tx | 5 unfinished tx.
The 409 round: 53 buy tx | 47 sell tx | 5 unfinished tx.
The 410 round: 46 buy tx | 53 sell tx | 6 unfinished tx.
The 411 round: 51 buy tx | 50 sell tx | 5 unfinished tx.
The 412 round: 47 buy tx | 53 sell tx | 5 unfinished tx.
The 413 round: 43 buy tx | 57 sell tx | 5 unfinished tx.
The 414 round: 55 buy tx | 44 sell tx | 6 unfinished tx.
The 415 round: 44 buy tx | 56 sell tx | 6 unfinished tx.
The 416 round: 42 buy tx | 57 sell tx | 7 unfinished tx.
The 417 round: 46 buy tx | 54 sell tx | 7 unfinished tx.
The 418 round: 51 buy tx | 49 sell tx | 7 unfinished tx.
The 419 round: 53 buy tx | 48 sell tx | 6 unfinished tx.
The 420 round: 54 buy tx | 46 sell tx | 6 unfinished tx.
The 421 round: 51 buy tx | 50 sell tx | 5 unfinished tx.
The 422 round: 48 buy tx | 52 sell tx | 5 unfinished tx.
