The 0 round: 42 buy tx | 45 sell tx | 13 unfinished tx.
The 75 round: 53 buy tx | 49 sell tx | 151 unfinished tx.
The 76 round: 50 buy tx | 54 sell tx | 147 unfinished tx.
The 77 round: 51 buy tx | 40 sell tx | 156 unfinished tx.
The 78 round: 46 buy tx | 40 sell tx | 170 unfinished tx.
The 79 round: 51 buy tx | 48 sell tx | 171 unfinished tx.
The 80 round: 46 buy tx | 48 sell tx | 177 unfinished tx.
The 81 round: 51 buy tx | 64 sell tx | 162 unfinished tx.
The 82 round: 53 buy tx | 53 sell tx | 156 unfinished tx.
The 83 round: 52 buy tx | 62 sell tx | 142 unfinished tx.
The 84 round: 58 buy tx | 52 sell tx | 132 unfinished tx.
The 85 round: 66 buy tx | 52 sell tx | 114 unfinished tx.
The 86 round: 57 buy tx | 50 sell tx | 107 unfinished tx.
The 87 round: 42 buy tx | 53 sell tx | 112 unfinished tx.
The 88 round: 54 buy tx | 59 sell tx | 99 unfinished tx.
The 89 round: 64 buy tx | 51 sell tx | 84 unfinished tx.
The 90 round: 43 buy tx | 46 sell tx | 95 unfinished tx.
The 91 round: 49 buy tx | 48 sell tx | 98 unfinished tx.
The 92 round: 47 buy tx | 57 sell tx | 94 unfinished tx.
The 93 round: 45 buy tx | 47 sell tx | 102 unfinished tx.
The 94 round: 50 buy tx | 45 sell tx | 107 unfinished tx.
The 95 round: 60 buy tx | 40 sell tx | 107 unfinished tx.
The 96 round: 59 buy tx | 66 sell tx | 82 unfinished tx.
The 97 round: 45 buy tx | 54 sell tx | 83 unfinished tx.
The 98 round: 45 buy tx | 42 sell tx | 96 unfinished tx.
The 99 round: 49 buy tx | 45 sell tx | 102 unfinished tx.
The 100 round: 49 buy tx | 52 sell tx | 101 unfinished tx.
The 101 round: 39 buy tx | 52 sell tx | 110 unfinished tx.
The 102 round: 50 buy tx | 51 sell tx | 109 unfinished tx.
The 103 round: 47 buy tx | 47 sell tx | 115 unfinished tx.
The 104 round: 51 buy tx | 58 sell tx | 106 unfinished tx.
The 105 round: 45 buy tx | 48 sell tx | 113 unfinished tx.
The 106 round: 49 buy tx | 55 sell tx | 109 unfinished tx.
The 107 round: 49 buy tx | 44 sell tx | 116 unfinished tx.
The 108 round: 43 buy tx | 48 sell tx | 125 unfinished tx.
The 109 round: 44 buy tx | 45 sell tx | 136 unfinished tx.
The 110 round: 54 buy tx | 49 sell tx | 133 unfinished tx.
The 111 round: 49 buy tx | 63 sell tx | 121 unfinished tx.
The 112 round: 46 buy tx | 48 sell tx | 127 unfinished tx.
The 113 round: 56 buy tx | 59 sell tx | 112 unfinished tx.
The 114 round: 54 buy tx | 48 sell tx | 110 unfinished tx.
The 115 round: 50 buy tx | 48 sell tx | 112 unfinished tx.
The 116 round: 59 buy tx | 48 sell tx | 105 unfinished tx.
The 117 round: 52 buy tx | 51 sell tx | 102 unfinished tx.
The 118 round: 46 buy tx | 50 sell tx | 106 unfinished tx.
The 119 round: 49 buy tx | 48 sell tx | 109 unfinished tx.
The 120 round: 48 buy tx | 46 sell tx | 115 unfinished tx.
The 121 round: 52 buy tx | 52 sell tx | 111 unfinished tx.
The 122 round: 35 buy tx | 45 sell tx | 131 unfinished tx.
The 123 round: 57 buy tx | 53 sell tx | 121 unfinished tx.
The 124 round: 49 buy tx | 51 sell tx | 121 unfinished tx.
The 125 round: 46 buy tx | 39 sell tx | 136 unfinished tx.
The 126 round: 43 buy tx | 51 sell tx | 142 unfinished tx.
The 127 round: 54 buy tx | 54 sell tx | 134 unfinished tx.
The 128 round: 51 buy tx | 42 sell tx | 141 unfinished tx.
The 129 round: 57 buy tx | 36 sell tx | 148 unfinished tx.
The 130 round: 44 buy tx | 45 sell tx | 159 unfinished tx.
The 131 round: 36 buy tx | 30 sell tx | 193 unfinished tx.
The 132 round: 53 buy tx | 40 sell tx | 200 unfinished tx.
The 133 round: 44 buy tx | 52 sell tx | 204 unfinished tx.
The 134 round: 50 buy tx | 53 sell tx | 201 unfinished tx.
The 135 round: 44 buy tx | 54 sell tx | 203 unfinished tx.
The 136 round: 50 buy tx | 56 sell tx | 197 unfinished tx.
The 137 round: 43 buy tx | 52 sell tx | 202 unfinished tx.
The 138 round: 49 buy tx | 50 sell tx | 203 unfinished tx.
The 139 round: 44 buy tx | 46 sell tx | 213 unfinished tx.
The 140 round: 39 buy tx | 50 sell tx | 224 unfinished tx.
The 141 round: 43 buy tx | 50 sell tx | 231 unfinished tx.
The 142 round: 36 buy tx | 52 sell tx | 243 unfinished tx.
The 143 round: 46 buy tx | 41 sell tx | 256 unfinished tx.
The 144 round: 56 buy tx | 43 sell tx | 257 unfinished tx.
The 145 round: 48 buy tx | 54 sell tx | 255 unfinished tx.
The 146 round: 62 buy tx | 52 sell tx | 241 unfinished tx.
The 147 round: 44 buy tx | 48 sell tx | 249 unfinished tx.
The 148 round: 42 buy tx | 45 sell tx | 262 unfinished tx.
The 149 round: 60 buy tx | 56 sell tx | 246 unfinished tx.
The 150 round: 60 buy tx | 51 sell tx | 235 unfinished tx.
The 151 round: 50 buy tx | 52 sell tx | 233 unfinished tx.
The 152 round: 44 buy tx | 55 sell tx | 234 unfinished tx.
The 153 round: 33 buy tx | 53 sell tx | 248 unfinished tx.
The 154 round: 58 buy tx | 41 sell tx | 249 unfinished tx.
The 155 round: 53 buy tx | 47 sell tx | 249 unfinished tx.
The 156 round: 53 buy tx | 47 sell tx | 249 unfinished tx.
The 157 round: 67 buy tx | 53 sell tx | 229 unfinished tx.
The 158 round: 62 buy tx | 53 sell tx | 214 unfinished tx.
The 159 round: 50 buy tx | 42 sell tx | 222 unfinished tx.
The 160 round: 54 buy tx | 59 sell tx | 209 unfinished tx.
The 161 round: 53 buy tx | 52 sell tx | 204 unfinished tx.
The 162 round: 55 buy tx | 40 sell tx | 209 unfinished tx.
The 163 round: 51 buy tx | 53 sell tx | 205 unfinished tx.
The 164 round: 45 buy tx | 52 sell tx | 208 unfinished tx.
The 165 round: 40 buy tx | 42 sell tx | 226 unfinished tx.
The 166 round: 57 buy tx | 57 sell tx | 212 unfinished tx.
The 167 round: 51 buy tx | 49 sell tx | 212 unfinished tx.
The 168 round: 54 buy tx | 47 sell tx | 211 unfinished tx.
The 169 round: 38 buy tx | 50 sell tx | 223 unfinished tx.
The 170 round: 43 buy tx | 49 sell tx | 231 unfinished tx.
The 171 round: 62 buy tx | 53 sell tx | 216 unfinished tx.
The 172 round: 61 buy tx | 49 sell tx | 206 unfinished tx.
The 173 round: 43 buy tx | 53 sell tx | 210 unfinished tx.
The 174 round: 60 buy tx | 44 sell tx | 206 unfinished tx.
The 175 round: 52 buy tx | 45 sell tx | 209 unfinished tx.
The 176 round: 47 buy tx | 43 sell tx | 219 unfinished tx.
The 177 round: 51 buy tx | 58 sell tx | 210 unfinished tx.
The 178 round: 51 buy tx | 53 sell tx | 206 unfinished tx.
The 179 round: 66 buy tx | 50 sell tx | 190 unfinished tx.
The 180 round: 45 buy tx | 49 sell tx | 196 unfinished tx.
The 181 round: 45 buy tx | 46 sell tx | 205 unfinished tx.
The 182 round: 62 buy tx | 64 sell tx | 179 unfinished tx.
The 183 round: 57 buy tx | 55 sell tx | 167 unfinished tx.
The 184 round: 54 buy tx | 56 sell tx | 157 unfinished tx.
The 185 round: 49 buy tx | 51 sell tx | 157 unfinished tx.
The 186 round: 59 buy tx | 47 sell tx | 151 unfinished tx.
The 187 round: 41 buy tx | 31 sell tx | 179 unfinished tx.
The 188 round: 38 buy tx | 51 sell tx | 190 unfinished tx.
The 189 round: 47 buy tx | 50 sell tx | 193 unfinished tx.
The 190 round: 42 buy tx | 54 sell tx | 197 unfinished tx.
The 191 round: 60 buy tx | 45 sell tx | 192 unfinished tx.
The 192 round: 56 buy tx | 53 sell tx | 183 unfinished tx.
The 193 round: 45 buy tx | 50 sell tx | 188 unfinished tx.
The 194 round: 58 buy tx | 52 sell tx | 178 unfinished tx.
The 195 round: 59 buy tx | 38 sell tx | 181 unfinished tx.
The 196 round: 41 buy tx | 45 sell tx | 195 unfinished tx.
The 197 round: 67 buy tx | 46 sell tx | 182 unfinished tx.
The 198 round: 50 buy tx | 52 sell tx | 180 unfinished tx.
The 199 round: 45 buy tx | 55 sell tx | 180 unfinished tx.
The 200 round: 106 buy tx | 4 sell tx | 170 unfinished tx.
The 201 round: 52 buy tx | 64 sell tx | 154 unfinished tx.
The 202 round: 38 buy tx | 52 sell tx | 164 unfinished tx.
The 203 round: 58 buy tx | 41 sell tx | 165 unfinished tx.
The 204 round: 56 buy tx | 45 sell tx | 164 unfinished tx.
The 205 round: 49 buy tx | 37 sell tx | 178 unfinished tx.
The 206 round: 56 buy tx | 49 sell tx | 173 unfinished tx.
The 207 round: 47 buy tx | 45 sell tx | 181 unfinished tx.
The 208 round: 48 buy tx | 61 sell tx | 172 unfinished tx.
The 209 round: 46 buy tx | 44 sell tx | 182 unfinished tx.
The 210 round: 45 buy tx | 43 sell tx | 194 unfinished tx.
The 211 round: 58 buy tx | 50 sell tx | 186 unfinished tx.
The 212 round: 48 buy tx | 50 sell tx | 188 unfinished tx.
The 213 round: 50 buy tx | 52 sell tx | 186 unfinished tx.
The 214 round: 35 buy tx | 54 sell tx | 197 unfinished tx.
The 215 round: 47 buy tx | 54 sell tx | 196 unfinished tx.
The 216 round: 52 buy tx | 56 sell tx | 188 unfinished tx.
The 217 round: 50 buy tx | 38 sell tx | 200 unfinished tx.
The 218 round: 47 buy tx | 44 sell tx | 209 unfinished tx.
The 219 round: 42 buy tx | 52 sell tx | 215 unfinished tx.
The 220 round: 52 buy tx | 49 sell tx | 214 unfinished tx.
The 221 round: 41 buy tx | 54 sell tx | 219 unfinished tx.
The 222 round: 59 buy tx | 43 sell tx | 217 unfinished tx.
The 223 round: 57 buy tx | 48 sell tx | 212 unfinished tx.
The 224 round: 58 buy tx | 41 sell tx | 213 unfinished tx.
The 225 round: 51 buy tx | 34 sell tx | 228 unfinished tx.
The 226 round: 47 buy tx | 51 sell tx | 230 unfinished tx.
The 227 round: 41 buy tx | 37 sell tx | 252 unfinished tx.
The 228 round: 41 buy tx | 41 sell tx | 270 unfinished tx.
The 229 round: 47 buy tx | 51 sell tx | 272 unfinished tx.
The 230 round: 53 buy tx | 52 sell tx | 267 unfinished tx.
The 231 round: 60 buy tx | 53 sell tx | 254 unfinished tx.
The 232 round: 56 buy tx | 40 sell tx | 258 unfinished tx.
The 233 round: 47 buy tx | 45 sell tx | 266 unfinished tx.
The 234 round: 46 buy tx | 55 sell tx | 265 unfinished tx.
The 235 round: 42 buy tx | 42 sell tx | 281 unfinished tx.
The 236 round: 50 buy tx | 47 sell tx | 284 unfinished tx.
The 237 round: 40 buy tx | 42 sell tx | 302 unfinished tx.
The 238 round: 49 buy tx | 57 sell tx | 296 unfinished tx.
The 239 round: 56 buy tx | 49 sell tx | 291 unfinished tx.
The 240 round: 52 buy tx | 47 sell tx | 292 unfinished tx.
The 241 round: 52 buy tx | 59 sell tx | 281 unfinished tx.
The 242 round: 61 buy tx | 50 sell tx | 270 unfinished tx.
The 243 round: 45 buy tx | 58 sell tx | 267 unfinished tx.
The 244 round: 56 buy tx | 61 sell tx | 250 unfinished tx.
The 245 round: 55 buy tx | 51 sell tx | 244 unfinished tx.
The 246 round: 45 buy tx | 54 sell tx | 245 unfinished tx.
The 247 round: 58 buy tx | 54 sell tx | 233 unfinished tx.
The 248 round: 47 buy tx | 61 sell tx | 225 unfinished tx.
The 249 round: 43 buy tx | 35 sell tx | 247 unfinished tx.
The 250 round: 48 buy tx | 43 sell tx | 256 unfinished tx.
The 251 round: 44 buy tx | 48 sell tx | 264 unfinished tx.
The 252 round: 53 buy tx | 51 sell tx | 260 unfinished tx.
The 253 round: 48 buy tx | 48 sell tx | 264 unfinished tx.
The 254 round: 47 buy tx | 49 sell tx | 268 unfinished tx.
The 255 round: 36 buy tx | 51 sell tx | 281 unfinished tx.
The 256 round: 52 buy tx | 44 sell tx | 285 unfinished tx.
The 257 round: 49 buy tx | 56 sell tx | 280 unfinished tx.
The 258 round: 44 buy tx | 45 sell tx | 291 unfinished tx.
The 259 round: 55 buy tx | 57 sell tx | 279 unfinished tx.
The 260 round: 56 buy tx | 48 sell tx | 275 unfinished tx.
The 261 round: 53 buy tx | 47 sell tx | 275 unfinished tx.
The 262 round: 43 buy tx | 43 sell tx | 289 unfinished tx.
The 263 round: 44 buy tx | 47 sell tx | 298 unfinished tx.
The 264 round: 53 buy tx | 43 sell tx | 302 unfinished tx.
The 265 round: 47 buy tx | 51 sell tx | 304 unfinished tx.
The 266 round: 57 buy tx | 49 sell tx | 298 unfinished tx.
The 267 round: 53 buy tx | 55 sell tx | 290 unfinished tx.
The 268 round: 44 buy tx | 50 sell tx | 296 unfinished tx.
The 269 round: 49 buy tx | 62 sell tx | 285 unfinished tx.
The 270 round: 55 buy tx | 44 sell tx | 286 unfinished tx.
The 271 round: 42 buy tx | 37 sell tx | 307 unfinished tx.
The 272 round: 47 buy tx | 46 sell tx | 314 unfinished tx.
The 273 round: 38 buy tx | 44 sell tx | 332 unfinished tx.
The 274 round: 50 buy tx | 57 sell tx | 325 unfinished tx.
The 275 round: 48 buy tx | 55 sell tx | 322 unfinished tx.
The 276 round: 46 buy tx | 51 sell tx | 325 unfinished tx.
The 277 round: 53 buy tx | 46 sell tx | 326 unfinished tx.
The 278 round: 56 buy tx | 46 sell tx | 324 unfinished tx.
The 279 round: 52 buy tx | 46 sell tx | 326 unfinished tx.
The 280 round: 49 buy tx | 61 sell tx | 316 unfinished tx.
The 281 round: 61 buy tx | 57 sell tx | 298 unfinished tx.
The 282 round: 51 buy tx | 36 sell tx | 311 unfinished tx.
The 283 round: 42 buy tx | 53 sell tx | 316 unfinished tx.
The 284 round: 56 buy tx | 57 sell tx | 303 unfinished tx.
The 285 round: 52 buy tx | 46 sell tx | 305 unfinished tx.
The 286 round: 43 buy tx | 56 sell tx | 306 unfinished tx.
The 287 round: 37 buy tx | 42 sell tx | 327 unfinished tx.
The 288 round: 44 buy tx | 44 sell tx | 339 unfinished tx.
The 289 round: 56 buy tx | 42 sell tx | 341 unfinished tx.
The 290 round: 59 buy tx | 45 sell tx | 337 unfinished tx.
The 291 round: 46 buy tx | 47 sell tx | 344 unfinished tx.
The 292 round: 50 buy tx | 52 sell tx | 342 unfinished tx.
The 293 round: 59 buy tx | 39 sell tx | 344 unfinished tx.
The 294 round: 54 buy tx | 47 sell tx | 343 unfinished tx.
The 295 round: 59 buy tx | 44 sell tx | 340 unfinished tx.
The 296 round: 51 buy tx | 47 sell tx | 342 unfinished tx.
The 297 round: 48 buy tx | 40 sell tx | 354 unfinished tx.
The 298 round: 59 buy tx | 48 sell tx | 347 unfinished tx.
The 299 round: 57 buy tx | 50 sell tx | 340 unfinished tx.
The 300 round: 39 buy tx | 37 sell tx | 364 unfinished tx.
The 301 round: 56 buy tx | 47 sell tx | 361 unfinished tx.
The 302 round: 49 buy tx | 43 sell tx | 369 unfinished tx.
The 303 round: 54 buy tx | 55 sell tx | 360 unfinished tx.
The 304 round: 48 buy tx | 54 sell tx | 358 unfinished tx.
The 305 round: 49 buy tx | 56 sell tx | 353 unfinished tx.
The 306 round: 54 buy tx | 49 sell tx | 350 unfinished tx.
The 307 round: 55 buy tx | 49 sell tx | 346 unfinished tx.
The 308 round: 45 buy tx | 39 sell tx | 362 unfinished tx.
The 309 round: 60 buy tx | 46 sell tx | 356 unfinished tx.
The 310 round: 58 buy tx | 49 sell tx | 349 unfinished tx.
The 311 round: 52 buy tx | 50 sell tx | 347 unfinished tx.
The 312 round: 45 buy tx | 53 sell tx | 349 unfinished tx.
The 313 round: 44 buy tx | 45 sell tx | 360 unfinished tx.
The 314 round: 51 buy tx | 56 sell tx | 353 unfinished tx.
The 315 round: 53 buy tx | 50 sell tx | 350 unfinished tx.
The 316 round: 49 buy tx | 44 sell tx | 357 unfinished tx.
The 317 round: 51 buy tx | 41 sell tx | 365 unfinished tx.
The 318 round: 51 buy tx | 49 sell tx | 365 unfinished tx.
The 319 round: 42 buy tx | 58 sell tx | 365 unfinished tx.
The 320 round: 45 buy tx | 51 sell tx | 369 unfinished tx.
The 321 round: 37 buy tx | 55 sell tx | 377 unfinished tx.
The 322 round: 49 buy tx | 48 sell tx | 380 unfinished tx.
The 323 round: 56 buy tx | 47 sell tx | 377 unfinished tx.
The 324 round: 53 buy tx | 54 sell tx | 370 unfinished tx.
The 325 round: 45 buy tx | 49 sell tx | 376 unfinished tx.
The 326 round: 50 buy tx | 52 sell tx | 374 unfinished tx.
The 327 round: 55 buy tx | 54 sell tx | 365 unfinished tx.
The 328 round: 52 buy tx | 55 sell tx | 358 unfinished tx.
The 329 round: 45 buy tx | 56 sell tx | 357 unfinished tx.
The 330 round: 55 buy tx | 42 sell tx | 360 unfinished tx.
The 331 round: 38 buy tx | 48 sell tx | 374 unfinished tx.
The 332 round: 42 buy tx | 55 sell tx | 377 unfinished tx.
The 333 round: 53 buy tx | 53 sell tx | 371 unfinished tx.
The 334 round: 52 buy tx | 50 sell tx | 369 unfinished tx.
The 335 round: 52 buy tx | 49 sell tx | 368 unfinished tx.
The 336 round: 50 buy tx | 41 sell tx | 377 unfinished tx.
The 337 round: 37 buy tx | 43 sell tx | 397 unfinished tx.
The 338 round: 44 buy tx | 53 sell tx | 400 unfinished tx.
The 339 round: 58 buy tx | 48 sell tx | 394 unfinished tx.
The 340 round: 57 buy tx | 54 sell tx | 383 unfinished tx.
The 341 round: 49 buy tx | 50 sell tx | 384 unfinished tx.
The 342 round: 39 buy tx | 46 sell tx | 399 unfinished tx.
The 343 round: 52 buy tx | 54 sell tx | 393 unfinished tx.
The 344 round: 42 buy tx | 50 sell tx | 401 unfinished tx.
The 345 round: 45 buy tx | 52 sell tx | 404 unfinished tx.
The 346 round: 51 buy tx | 43 sell tx | 410 unfinished tx.
The 347 round: 46 buy tx | 55 sell tx | 409 unfinished tx.
The 348 round: 42 buy tx | 57 sell tx | 410 unfinished tx.
The 349 round: 50 buy tx | 53 sell tx | 407 unfinished tx.
The 350 round: 52 buy tx | 57 sell tx | 398 unfinished tx.
The 351 round: 51 buy tx | 43 sell tx | 404 unfinished tx.
The 352 round: 44 buy tx | 47 sell tx | 413 unfinished tx.
The 353 round: 48 buy tx | 58 sell tx | 407 unfinished tx.
The 354 round: 36 buy tx | 56 sell tx | 415 unfinished tx.
The 355 round: 54 buy tx | 53 sell tx | 408 unfinished tx.
The 356 round: 46 buy tx | 55 sell tx | 407 unfinished tx.
The 357 round: 52 buy tx | 47 sell tx | 408 unfinished tx.
The 358 round: 65 buy tx | 51 sell tx | 392 unfinished tx.
The 359 round: 48 buy tx | 49 sell tx | 395 unfinished tx.
The 360 round: 58 buy tx | 53 sell tx | 384 unfinished tx.
The 361 round: 59 buy tx | 38 sell tx | 387 unfinished tx.
The 362 round: 70 buy tx | 59 sell tx | 358 unfinished tx.
The 363 round: 48 buy tx | 49 sell tx | 361 unfinished tx.
The 364 round: 60 buy tx | 64 sell tx | 337 unfinished tx.
The 365 round: 46 buy tx | 53 sell tx | 338 unfinished tx.
The 366 round: 46 buy tx | 44 sell tx | 348 unfinished tx.
The 367 round: 42 buy tx | 53 sell tx | 353 unfinished tx.
The 368 round: 45 buy tx | 52 sell tx | 356 unfinished tx.
The 369 round: 50 buy tx | 53 sell tx | 353 unfinished tx.
The 370 round: 35 buy tx | 49 sell tx | 369 unfinished tx.
The 371 round: 51 buy tx | 37 sell tx | 381 unfinished tx.
The 372 round: 40 buy tx | 47 sell tx | 394 unfinished tx.
The 373 round: 47 buy tx | 42 sell tx | 405 unfinished tx.
The 374 round: 51 buy tx | 52 sell tx | 402 unfinished tx.
The 375 round: 50 buy tx | 44 sell tx | 408 unfinished tx.
The 376 round: 48 buy tx | 45 sell tx | 415 unfinished tx.
The 377 round: 50 buy tx | 62 sell tx | 403 unfinished tx.
The 378 round: 45 buy tx | 44 sell tx | 414 unfinished tx.
The 379 round: 50 buy tx | 52 sell tx | 412 unfinished tx.
The 380 round: 53 buy tx | 45 sell tx | 414 unfinished tx.
The 381 round: 41 buy tx | 52 sell tx | 421 unfinished tx.
The 382 round: 36 buy tx | 41 sell tx | 444 unfinished tx.
The 383 round: 60 buy tx | 49 sell tx | 435 unfinished tx.
The 384 round: 47 buy tx | 48 sell tx | 440 unfinished tx.
The 385 round: 50 buy tx | 47 sell tx | 443 unfinished tx.
The 386 round: 44 buy tx | 37 sell tx | 462 unfinished tx.
The 387 round: 43 buy tx | 51 sell tx | 468 unfinished tx.
The 388 round: 60 buy tx | 65 sell tx | 443 unfinished tx.
The 389 round: 58 buy tx | 47 sell tx | 438 unfinished tx.
The 390 round: 62 buy tx | 58 sell tx | 418 unfinished tx.
The 391 round: 43 buy tx | 54 sell tx | 421 unfinished tx.
The 392 round: 49 buy tx | 53 sell tx | 419 unfinished tx.
The 393 round: 46 buy tx | 37 sell tx | 436 unfinished tx.
The 394 round: 37 buy tx | 50 sell tx | 449 unfinished tx.
The 395 round: 44 buy tx | 57 sell tx | 448 unfinished tx.
The 396 round: 54 buy tx | 51 sell tx | 443 unfinished tx.
The 397 round: 38 buy tx | 47 sell tx | 458 unfinished tx.
The 398 round: 48 buy tx | 63 sell tx | 447 unfinished tx.
The 399 round: 46 buy tx | 40 sell tx | 461 unfinished tx.
The 400 round: 118 buy tx | 9 sell tx | 434 unfinished tx.
The 401 round: 51 buy tx | 80 sell tx | 403 unfinished tx.
The 402 round: 52 buy tx | 38 sell tx | 413 unfinished tx.
The 403 round: 38 buy tx | 41 sell tx | 434 unfinished tx.
The 404 round: 41 buy tx | 49 sell tx | 444 unfinished tx.
The 405 round: 50 buy tx | 54 sell tx | 440 unfinished tx.
The 406 round: 54 buy tx | 54 sell tx | 432 unfinished tx.
The 407 round: 46 buy tx | 42 sell tx | 444 unfinished tx.
The 408 round: 48 buy tx | 43 sell tx | 453 unfinished tx.
The 409 round: 57 buy tx | 37 sell tx | 459 unfinished tx.
The 410 round: 49 buy tx | 37 sell tx | 473 unfinished tx.
The 411 round: 48 buy tx | 43 sell tx | 482 unfinished tx.
The 412 round: 47 buy tx | 53 sell tx | 482 unfinished tx.
The 413 round: 40 buy tx | 52 sell tx | 490 unfinished tx.
The 414 round: 55 buy tx | 55 sell tx | 480 unfinished tx.
The 415 round: 48 buy tx | 47 sell tx | 485 unfinished tx.
The 416 round: 46 buy tx | 60 sell tx | 479 unfinished tx.
The 417 round: 49 buy tx | 42 sell tx | 488 unfinished tx.
The 418 round: 45 buy tx | 41 sell tx | 502 unfinished tx.
The 419 round: 52 buy tx | 46 sell tx | 504 unfinished tx.
The 420 round: 53 buy tx | 44 sell tx | 507 unfinished tx.
The 421 round: 50 buy tx | 40 sell tx | 517 unfinished tx.
The 422 round: 51 buy tx | 51 sell tx | 515 unfinished tx.
