The 0 round: 43 buy tx | 46 sell tx | 11 unfinished tx.
The 187 round: 55 buy tx | 49 sell tx | 287 unfinished tx.
The 188 round: 52 buy tx | 43 sell tx | 292 unfinished tx.
The 189 round: 47 buy tx | 51 sell tx | 294 unfinished tx.
The 190 round: 50 buy tx | 46 sell tx | 298 unfinished tx.
The 191 round: 47 buy tx | 55 sell tx | 296 unfinished tx.
The 192 round: 50 buy tx | 42 sell tx | 304 unfinished tx.
The 193 round: 49 buy tx | 47 sell tx | 308 unfinished tx.
The 194 round: 52 buy tx | 49 sell tx | 307 unfinished tx.
The 195 round: 54 buy tx | 40 sell tx | 313 unfinished tx.
The 196 round: 35 buy tx | 47 sell tx | 331 unfinished tx.
The 197 round: 58 buy tx | 49 sell tx | 324 unfinished tx.
The 198 round: 37 buy tx | 46 sell tx | 341 unfinished tx.
The 199 round: 50 buy tx | 52 sell tx | 339 unfinished tx.
The 200 round: 13 buy tx | 104 sell tx | 322 unfinished tx.
The 201 round: 109 buy tx | 56 sell tx | 257 unfinished tx.
The 202 round: 70 buy tx | 53 sell tx | 234 unfinished tx.
The 203 round: 54 buy tx | 46 sell tx | 234 unfinished tx.
The 204 round: 57 buy tx | 51 sell tx | 226 unfinished tx.
The 205 round: 41 buy tx | 56 sell tx | 229 unfinished tx.
The 206 round: 59 buy tx | 50 sell tx | 220 unfinished tx.
The 207 round: 54 buy tx | 42 sell tx | 224 unfinished tx.
The 208 round: 45 buy tx | 41 sell tx | 238 unfinished tx.
The 209 round: 53 buy tx | 36 sell tx | 249 unfinished tx.
The 210 round: 57 buy tx | 41 sell tx | 251 unfinished tx.
The 211 round: 51 buy tx | 48 sell tx | 252 unfinished tx.
The 212 round: 49 buy tx | 54 sell tx | 249 unfinished tx.
The 213 round: 42 buy tx | 56 sell tx | 251 unfinished tx.
The 214 round: 55 buy tx | 50 sell tx | 246 unfinished tx.
The 215 round: 47 buy tx | 49 sell tx | 250 unfinished tx.
The 216 round: 47 buy tx | 56 sell tx | 247 unfinished tx.
The 217 round: 49 buy tx | 48 sell tx | 250 unfinished tx.
The 218 round: 42 buy tx | 52 sell tx | 256 unfinished tx.
The 219 round: 65 buy tx | 45 sell tx | 246 unfinished tx.
The 220 round: 44 buy tx | 32 sell tx | 270 unfinished tx.
The 221 round: 47 buy tx | 50 sell tx | 273 unfinished tx.
The 222 round: 49 buy tx | 41 sell tx | 283 unfinished tx.
The 223 round: 45 buy tx | 51 sell tx | 287 unfinished tx.
The 224 round: 46 buy tx | 44 sell tx | 297 unfinished tx.
The 225 round: 52 buy tx | 45 sell tx | 300 unfinished tx.
The 226 round: 52 buy tx | 56 sell tx | 292 unfinished tx.
The 227 round: 53 buy tx | 60 sell tx | 279 unfinished tx.
The 228 round: 50 buy tx | 68 sell tx | 261 unfinished tx.
The 229 round: 56 buy tx | 52 sell tx | 253 unfinished tx.
The 230 round: 42 buy tx | 58 sell tx | 253 unfinished tx.
The 231 round: 46 buy tx | 53 sell tx | 254 unfinished tx.
The 232 round: 43 buy tx | 50 sell tx | 261 unfinished tx.
The 233 round: 49 buy tx | 48 sell tx | 264 unfinished tx.
The 234 round: 45 buy tx | 62 sell tx | 257 unfinished tx.
The 235 round: 54 buy tx | 54 sell tx | 249 unfinished tx.
The 236 round: 57 buy tx | 49 sell tx | 243 unfinished tx.
The 237 round: 44 buy tx | 54 sell tx | 245 unfinished tx.
The 238 round: 42 buy tx | 48 sell tx | 255 unfinished tx.
The 239 round: 31 buy tx | 47 sell tx | 277 unfinished tx.
The 240 round: 43 buy tx | 46 sell tx | 288 unfinished tx.
The 241 round: 44 buy tx | 48 sell tx | 296 unfinished tx.
The 242 round: 48 buy tx | 46 sell tx | 302 unfinished tx.
The 243 round: 46 buy tx | 55 sell tx | 301 unfinished tx.
The 244 round: 41 buy tx | 44 sell tx | 316 unfinished tx.
The 245 round: 42 buy tx | 51 sell tx | 323 unfinished tx.
The 246 round: 44 buy tx | 48 sell tx | 331 unfinished tx.
The 247 round: 49 buy tx | 38 sell tx | 344 unfinished tx.
The 248 round: 46 buy tx | 44 sell tx | 354 unfinished tx.
The 249 round: 46 buy tx | 41 sell tx | 367 unfinished tx.
The 250 round: 45 buy tx | 46 sell tx | 376 unfinished tx.
The 251 round: 58 buy tx | 48 sell tx | 370 unfinished tx.
The 252 round: 43 buy tx | 45 sell tx | 382 unfinished tx.
The 253 round: 38 buy tx | 59 sell tx | 385 unfinished tx.
The 254 round: 48 buy tx | 58 sell tx | 379 unfinished tx.
The 255 round: 44 buy tx | 42 sell tx | 393 unfinished tx.
The 256 round: 57 buy tx | 42 sell tx | 394 unfinished tx.
The 257 round: 39 buy tx | 55 sell tx | 400 unfinished tx.
The 258 round: 45 buy tx | 50 sell tx | 405 unfinished tx.
The 259 round: 54 buy tx | 45 sell tx | 406 unfinished tx.
The 260 round: 43 buy tx | 55 sell tx | 408 unfinished tx.
The 261 round: 58 buy tx | 56 sell tx | 394 unfinished tx.
The 262 round: 54 buy tx | 55 sell tx | 385 unfinished tx.
The 263 round: 55 buy tx | 52 sell tx | 378 unfinished tx.
The 264 round: 51 buy tx | 47 sell tx | 380 unfinished tx.
The 265 round: 43 buy tx | 54 sell tx | 383 unfinished tx.
The 266 round: 41 buy tx | 48 sell tx | 394 unfinished tx.
The 267 round: 42 buy tx | 52 sell tx | 400 unfinished tx.
The 268 round: 54 buy tx | 47 sell tx | 399 unfinished tx.
The 269 round: 50 buy tx | 45 sell tx | 404 unfinished tx.
The 270 round: 58 buy tx | 57 sell tx | 389 unfinished tx.
The 271 round: 53 buy tx | 53 sell tx | 383 unfinished tx.
The 272 round: 42 buy tx | 47 sell tx | 394 unfinished tx.
The 273 round: 46 buy tx | 49 sell tx | 399 unfinished tx.
The 274 round: 53 buy tx | 51 sell tx | 395 unfinished tx.
The 275 round: 40 buy tx | 51 sell tx | 404 unfinished tx.
The 276 round: 38 buy tx | 48 sell tx | 418 unfinished tx.
The 277 round: 48 buy tx | 45 sell tx | 425 unfinished tx.
The 278 round: 44 buy tx | 44 sell tx | 437 unfinished tx.
The 279 round: 49 buy tx | 50 sell tx | 438 unfinished tx.
The 280 round: 44 buy tx | 50 sell tx | 444 unfinished tx.
The 281 round: 42 buy tx | 50 sell tx | 452 unfinished tx.
The 282 round: 61 buy tx | 56 sell tx | 435 unfinished tx.
The 283 round: 38 buy tx | 44 sell tx | 453 unfinished tx.
The 284 round: 42 buy tx | 51 sell tx | 460 unfinished tx.
The 285 round: 47 buy tx | 45 sell tx | 468 unfinished tx.
The 286 round: 51 buy tx | 54 sell tx | 463 unfinished tx.
The 287 round: 57 buy tx | 54 sell tx | 452 unfinished tx.
The 288 round: 58 buy tx | 49 sell tx | 445 unfinished tx.
The 289 round: 45 buy tx | 52 sell tx | 448 unfinished tx.
The 290 round: 51 buy tx | 51 sell tx | 446 unfinished tx.
The 291 round: 45 buy tx | 54 sell tx | 447 unfinished tx.
The 292 round: 51 buy tx | 45 sell tx | 451 unfinished tx.
The 293 round: 45 buy tx | 35 sell tx | 471 unfinished tx.
The 294 round: 47 buy tx | 38 sell tx | 486 unfinished tx.
The 295 round: 56 buy tx | 53 sell tx | 477 unfinished tx.
The 296 round: 61 buy tx | 59 sell tx | 457 unfinished tx.
The 297 round: 50 buy tx | 45 sell tx | 462 unfinished tx.
The 298 round: 54 buy tx | 51 sell tx | 457 unfinished tx.
The 299 round: 46 buy tx | 53 sell tx | 458 unfinished tx.
The 300 round: 47 buy tx | 50 sell tx | 461 unfinished tx.
The 301 round: 51 buy tx | 41 sell tx | 469 unfinished tx.
The 302 round: 41 buy tx | 54 sell tx | 474 unfinished tx.
The 303 round: 40 buy tx | 46 sell tx | 488 unfinished tx.
The 304 round: 43 buy tx | 55 sell tx | 490 unfinished tx.
The 305 round: 43 buy tx | 45 sell tx | 502 unfinished tx.
The 306 round: 48 buy tx | 54 sell tx | 500 unfinished tx.
The 307 round: 51 buy tx | 55 sell tx | 494 unfinished tx.
The 308 round: 45 buy tx | 56 sell tx | 493 unfinished tx.
The 309 round: 44 buy tx | 50 sell tx | 499 unfinished tx.
The 310 round: 41 buy tx | 42 sell tx | 516 unfinished tx.
The 311 round: 39 buy tx | 58 sell tx | 519 unfinished tx.
The 312 round: 53 buy tx | 42 sell tx | 524 unfinished tx.
The 313 round: 56 buy tx | 53 sell tx | 515 unfinished tx.
The 314 round: 46 buy tx | 54 sell tx | 515 unfinished tx.
The 315 round: 49 buy tx | 57 sell tx | 509 unfinished tx.
The 316 round: 66 buy tx | 51 sell tx | 492 unfinished tx.
The 317 round: 53 buy tx | 61 sell tx | 478 unfinished tx.
The 318 round: 57 buy tx | 53 sell tx | 468 unfinished tx.
The 319 round: 57 buy tx | 44 sell tx | 467 unfinished tx.
The 320 round: 59 buy tx | 51 sell tx | 457 unfinished tx.
The 321 round: 45 buy tx | 63 sell tx | 449 unfinished tx.
The 322 round: 53 buy tx | 51 sell tx | 445 unfinished tx.
The 323 round: 53 buy tx | 43 sell tx | 449 unfinished tx.
The 324 round: 56 buy tx | 63 sell tx | 430 unfinished tx.
The 325 round: 56 buy tx | 50 sell tx | 424 unfinished tx.
The 326 round: 57 buy tx | 51 sell tx | 416 unfinished tx.
The 327 round: 44 buy tx | 43 sell tx | 429 unfinished tx.
The 328 round: 41 buy tx | 44 sell tx | 444 unfinished tx.
The 329 round: 45 buy tx | 46 sell tx | 453 unfinished tx.
The 330 round: 52 buy tx | 51 sell tx | 450 unfinished tx.
The 331 round: 49 buy tx | 48 sell tx | 453 unfinished tx.
The 332 round: 41 buy tx | 47 sell tx | 465 unfinished tx.
The 333 round: 50 buy tx | 47 sell tx | 468 unfinished tx.
The 334 round: 47 buy tx | 45 sell tx | 476 unfinished tx.
The 335 round: 50 buy tx | 43 sell tx | 483 unfinished tx.
The 336 round: 51 buy tx | 35 sell tx | 497 unfinished tx.
The 337 round: 50 buy tx | 44 sell tx | 503 unfinished tx.
The 338 round: 36 buy tx | 50 sell tx | 517 unfinished tx.
The 339 round: 58 buy tx | 50 sell tx | 509 unfinished tx.
The 340 round: 54 buy tx | 67 sell tx | 488 unfinished tx.
The 341 round: 52 buy tx | 59 sell tx | 477 unfinished tx.
The 342 round: 48 buy tx | 50 sell tx | 479 unfinished tx.
The 343 round: 48 buy tx | 40 sell tx | 491 unfinished tx.
The 344 round: 49 buy tx | 46 sell tx | 496 unfinished tx.
The 345 round: 43 buy tx | 39 sell tx | 514 unfinished tx.
The 346 round: 65 buy tx | 62 sell tx | 487 unfinished tx.
The 347 round: 51 buy tx | 47 sell tx | 489 unfinished tx.
The 348 round: 41 buy tx | 56 sell tx | 492 unfinished tx.
The 349 round: 44 buy tx | 58 sell tx | 490 unfinished tx.
The 350 round: 49 buy tx | 52 sell tx | 489 unfinished tx.
The 351 round: 54 buy tx | 48 sell tx | 487 unfinished tx.
The 352 round: 50 buy tx | 51 sell tx | 486 unfinished tx.
The 353 round: 53 buy tx | 54 sell tx | 479 unfinished tx.
The 354 round: 51 buy tx | 48 sell tx | 480 unfinished tx.
The 355 round: 54 buy tx | 47 sell tx | 479 unfinished tx.
The 356 round: 42 buy tx | 48 sell tx | 489 unfinished tx.
The 357 round: 53 buy tx | 45 sell tx | 491 unfinished tx.
The 358 round: 59 buy tx | 49 sell tx | 483 unfinished tx.
The 359 round: 48 buy tx | 56 sell tx | 479 unfinished tx.
The 360 round: 54 buy tx | 60 sell tx | 465 unfinished tx.
The 361 round: 59 buy tx | 46 sell tx | 460 unfinished tx.
The 362 round: 51 buy tx | 56 sell tx | 453 unfinished tx.
The 363 round: 54 buy tx | 53 sell tx | 446 unfinished tx.
The 364 round: 43 buy tx | 53 sell tx | 450 unfinished tx.
The 365 round: 45 buy tx | 40 sell tx | 465 unfinished tx.
The 366 round: 42 buy tx | 52 sell tx | 471 unfinished tx.
The 367 round: 39 buy tx | 45 sell tx | 487 unfinished tx.
The 368 round: 53 buy tx | 45 sell tx | 489 unfinished tx.
The 369 round: 43 buy tx | 46 sell tx | 500 unfinished tx.
The 370 round: 45 buy tx | 48 sell tx | 507 unfinished tx.
The 371 round: 45 buy tx | 58 sell tx | 504 unfinished tx.
The 372 round: 42 buy tx | 55 sell tx | 507 unfinished tx.
The 373 round: 56 buy tx | 59 sell tx | 492 unfinished tx.
The 374 round: 55 buy tx | 50 sell tx | 487 unfinished tx.
The 375 round: 47 buy tx | 44 sell tx | 496 unfinished tx.
The 376 round: 53 buy tx | 51 sell tx | 492 unfinished tx.
The 377 round: 57 buy tx | 60 sell tx | 475 unfinished tx.
The 378 round: 55 buy tx | 60 sell tx | 460 unfinished tx.
The 379 round: 71 buy tx | 49 sell tx | 440 unfinished tx.
The 380 round: 53 buy tx | 43 sell tx | 444 unfinished tx.
The 381 round: 55 buy tx | 48 sell tx | 441 unfinished tx.
The 382 round: 52 buy tx | 47 sell tx | 442 unfinished tx.
The 383 round: 41 buy tx | 33 sell tx | 468 unfinished tx.
The 384 round: 43 buy tx | 41 sell tx | 484 unfinished tx.
The 385 round: 51 buy tx | 45 sell tx | 488 unfinished tx.
The 386 round: 48 buy tx | 44 sell tx | 496 unfinished tx.
The 387 round: 47 buy tx | 47 sell tx | 502 unfinished tx.
The 388 round: 44 buy tx | 39 sell tx | 519 unfinished tx.
The 389 round: 48 buy tx | 47 sell tx | 524 unfinished tx.
The 390 round: 52 buy tx | 49 sell tx | 523 unfinished tx.
The 391 round: 47 buy tx | 39 sell tx | 537 unfinished tx.
The 392 round: 49 buy tx | 57 sell tx | 531 unfinished tx.
The 393 round: 56 buy tx | 51 sell tx | 524 unfinished tx.
The 394 round: 55 buy tx | 51 sell tx | 518 unfinished tx.
The 395 round: 39 buy tx | 45 sell tx | 534 unfinished tx.
The 396 round: 41 buy tx | 54 sell tx | 539 unfinished tx.
The 397 round: 55 buy tx | 48 sell tx | 536 unfinished tx.
The 398 round: 45 buy tx | 51 sell tx | 540 unfinished tx.
The 399 round: 47 buy tx | 39 sell tx | 554 unfinished tx.
The 400 round: 108 buy tx | 12 sell tx | 534 unfinished tx.
The 401 round: 52 buy tx | 95 sell tx | 487 unfinished tx.
The 402 round: 35 buy tx | 45 sell tx | 507 unfinished tx.
The 403 round: 45 buy tx | 51 sell tx | 511 unfinished tx.
The 404 round: 44 buy tx | 47 sell tx | 520 unfinished tx.
The 405 round: 48 buy tx | 40 sell tx | 532 unfinished tx.
The 406 round: 46 buy tx | 53 sell tx | 533 unfinished tx.
The 407 round: 50 buy tx | 41 sell tx | 542 unfinished tx.
The 408 round: 46 buy tx | 60 sell tx | 536 unfinished tx.
The 409 round: 54 buy tx | 46 sell tx | 536 unfinished tx.
The 410 round: 45 buy tx | 39 sell tx | 552 unfinished tx.
The 411 round: 48 buy tx | 49 sell tx | 555 unfinished tx.
The 412 round: 46 buy tx | 50 sell tx | 559 unfinished tx.
The 413 round: 47 buy tx | 49 sell tx | 563 unfinished tx.
The 414 round: 44 buy tx | 47 sell tx | 572 unfinished tx.
The 415 round: 36 buy tx | 49 sell tx | 587 unfinished tx.
The 416 round: 46 buy tx | 45 sell tx | 596 unfinished tx.
The 417 round: 49 buy tx | 55 sell tx | 592 unfinished tx.
The 418 round: 45 buy tx | 44 sell tx | 603 unfinished tx.
The 419 round: 49 buy tx | 56 sell tx | 598 unfinished tx.
The 420 round: 44 buy tx | 53 sell tx | 601 unfinished tx.
The 421 round: 47 buy tx | 46 sell tx | 608 unfinished tx.
The 422 round: 44 buy tx | 49 sell tx | 615 unfinished tx.
