The 0 round: 50 buy tx | 39 sell tx | 11 unfinished tx.
The 45 round: 44 buy tx | 45 sell tx | 158 unfinished tx.
The 46 round: 56 buy tx | 52 sell tx | 150 unfinished tx.
The 47 round: 46 buy tx | 46 sell tx | 158 unfinished tx.
The 48 round: 47 buy tx | 49 sell tx | 162 unfinished tx.
The 49 round: 54 buy tx | 52 sell tx | 156 unfinished tx.
The 50 round: 27 buy tx | 49 sell tx | 180 unfinished tx.
The 51 round: 41 buy tx | 51 sell tx | 188 unfinished tx.
The 52 round: 55 buy tx | 44 sell tx | 189 unfinished tx.
The 53 round: 39 buy tx | 53 sell tx | 197 unfinished tx.
The 54 round: 48 buy tx | 38 sell tx | 211 unfinished tx.
The 55 round: 52 buy tx | 57 sell tx | 202 unfinished tx.
The 56 round: 62 buy tx | 56 sell tx | 184 unfinished tx.
The 57 round: 55 buy tx | 53 sell tx | 176 unfinished tx.
The 58 round: 50 buy tx | 47 sell tx | 179 unfinished tx.
The 59 round: 52 buy tx | 49 sell tx | 178 unfinished tx.
The 60 round: 45 buy tx | 49 sell tx | 184 unfinished tx.
The 61 round: 51 buy tx | 45 sell tx | 188 unfinished tx.
The 62 round: 48 buy tx | 52 sell tx | 188 unfinished tx.
The 63 round: 45 buy tx | 51 sell tx | 192 unfinished tx.
The 64 round: 54 buy tx | 49 sell tx | 189 unfinished tx.
The 65 round: 47 buy tx | 46 sell tx | 196 unfinished tx.
The 66 round: 41 buy tx | 54 sell tx | 201 unfinished tx.
The 67 round: 40 buy tx | 43 sell tx | 218 unfinished tx.
The 68 round: 45 buy tx | 40 sell tx | 233 unfinished tx.
The 69 round: 47 buy tx | 45 sell tx | 241 unfinished tx.
The 70 round: 45 buy tx | 59 sell tx | 237 unfinished tx.
The 71 round: 44 buy tx | 53 sell tx | 240 unfinished tx.
The 72 round: 46 buy tx | 53 sell tx | 241 unfinished tx.
The 73 round: 50 buy tx | 50 sell tx | 241 unfinished tx.
The 74 round: 49 buy tx | 56 sell tx | 236 unfinished tx.
The 75 round: 55 buy tx | 45 sell tx | 236 unfinished tx.
The 76 round: 56 buy tx | 57 sell tx | 223 unfinished tx.
The 77 round: 37 buy tx | 43 sell tx | 243 unfinished tx.
The 78 round: 51 buy tx | 58 sell tx | 234 unfinished tx.
The 79 round: 42 buy tx | 45 sell tx | 247 unfinished tx.
The 80 round: 56 buy tx | 46 sell tx | 245 unfinished tx.
The 81 round: 52 buy tx | 61 sell tx | 232 unfinished tx.
The 82 round: 55 buy tx | 60 sell tx | 217 unfinished tx.
The 83 round: 57 buy tx | 47 sell tx | 213 unfinished tx.
The 84 round: 45 buy tx | 47 sell tx | 221 unfinished tx.
The 85 round: 43 buy tx | 47 sell tx | 231 unfinished tx.
The 86 round: 55 buy tx | 63 sell tx | 213 unfinished tx.
The 87 round: 52 buy tx | 58 sell tx | 203 unfinished tx.
The 88 round: 50 buy tx | 43 sell tx | 210 unfinished tx.
The 89 round: 49 buy tx | 51 sell tx | 210 unfinished tx.
The 90 round: 58 buy tx | 53 sell tx | 199 unfinished tx.
The 91 round: 58 buy tx | 58 sell tx | 183 unfinished tx.
The 92 round: 40 buy tx | 63 sell tx | 180 unfinished tx.
The 93 round: 49 buy tx | 54 sell tx | 177 unfinished tx.
The 94 round: 51 buy tx | 44 sell tx | 182 unfinished tx.
The 95 round: 50 buy tx | 56 sell tx | 176 unfinished tx.
The 96 round: 39 buy tx | 47 sell tx | 190 unfinished tx.
The 97 round: 49 buy tx | 41 sell tx | 200 unfinished tx.
The 98 round: 49 buy tx | 54 sell tx | 197 unfinished tx.
The 99 round: 53 buy tx | 43 sell tx | 201 unfinished tx.
The 100 round: 51 buy tx | 50 sell tx | 200 unfinished tx.
The 101 round: 43 buy tx | 50 sell tx | 207 unfinished tx.
The 102 round: 50 buy tx | 50 sell tx | 207 unfinished tx.
The 103 round: 41 buy tx | 54 sell tx | 212 unfinished tx.
The 104 round: 48 buy tx | 45 sell tx | 219 unfinished tx.
The 105 round: 43 buy tx | 54 sell tx | 222 unfinished tx.
The 106 round: 41 buy tx | 45 sell tx | 236 unfinished tx.
The 107 round: 55 buy tx | 55 sell tx | 226 unfinished tx.
The 108 round: 48 buy tx | 54 sell tx | 224 unfinished tx.
The 109 round: 42 buy tx | 56 sell tx | 226 unfinished tx.
The 110 round: 52 buy tx | 51 sell tx | 223 unfinished tx.
The 111 round: 45 buy tx | 52 sell tx | 226 unfinished tx.
The 112 round: 54 buy tx | 49 sell tx | 223 unfinished tx.
The 113 round: 41 buy tx | 52 sell tx | 230 unfinished tx.
The 114 round: 62 buy tx | 46 sell tx | 222 unfinished tx.
The 115 round: 49 buy tx | 49 sell tx | 224 unfinished tx.
The 116 round: 37 buy tx | 50 sell tx | 237 unfinished tx.
The 117 round: 39 buy tx | 49 sell tx | 249 unfinished tx.
The 118 round: 55 buy tx | 43 sell tx | 251 unfinished tx.
The 119 round: 45 buy tx | 42 sell tx | 264 unfinished tx.
The 120 round: 54 buy tx | 52 sell tx | 258 unfinished tx.
The 121 round: 49 buy tx | 46 sell tx | 263 unfinished tx.
The 122 round: 43 buy tx | 47 sell tx | 273 unfinished tx.
The 123 round: 52 buy tx | 59 sell tx | 262 unfinished tx.
The 124 round: 46 buy tx | 47 sell tx | 269 unfinished tx.
The 125 round: 43 buy tx | 48 sell tx | 278 unfinished tx.
The 126 round: 43 buy tx | 47 sell tx | 288 unfinished tx.
The 127 round: 45 buy tx | 35 sell tx | 308 unfinished tx.
The 128 round: 50 buy tx | 44 sell tx | 314 unfinished tx.
The 129 round: 56 buy tx | 58 sell tx | 300 unfinished tx.
The 130 round: 52 buy tx | 46 sell tx | 302 unfinished tx.
The 131 round: 56 buy tx | 46 sell tx | 300 unfinished tx.
The 132 round: 46 buy tx | 50 sell tx | 304 unfinished tx.
The 133 round: 39 buy tx | 52 sell tx | 313 unfinished tx.
The 134 round: 39 buy tx | 44 sell tx | 330 unfinished tx.
The 135 round: 49 buy tx | 44 sell tx | 337 unfinished tx.
The 136 round: 53 buy tx | 44 sell tx | 340 unfinished tx.
The 137 round: 55 buy tx | 44 sell tx | 341 unfinished tx.
The 138 round: 43 buy tx | 37 sell tx | 361 unfinished tx.
The 139 round: 39 buy tx | 47 sell tx | 375 unfinished tx.
The 140 round: 52 buy tx | 51 sell tx | 372 unfinished tx.
The 141 round: 50 buy tx | 49 sell tx | 373 unfinished tx.
The 142 round: 41 buy tx | 55 sell tx | 377 unfinished tx.
The 143 round: 55 buy tx | 44 sell tx | 378 unfinished tx.
The 144 round: 61 buy tx | 54 sell tx | 363 unfinished tx.
The 145 round: 47 buy tx | 37 sell tx | 379 unfinished tx.
The 146 round: 53 buy tx | 53 sell tx | 373 unfinished tx.
The 147 round: 57 buy tx | 57 sell tx | 359 unfinished tx.
The 148 round: 53 buy tx | 46 sell tx | 360 unfinished tx.
The 149 round: 50 buy tx | 47 sell tx | 363 unfinished tx.
The 150 round: 52 buy tx | 49 sell tx | 362 unfinished tx.
The 151 round: 59 buy tx | 44 sell tx | 359 unfinished tx.
The 152 round: 44 buy tx | 60 sell tx | 355 unfinished tx.
The 153 round: 54 buy tx | 51 sell tx | 350 unfinished tx.
The 154 round: 49 buy tx | 50 sell tx | 351 unfinished tx.
The 155 round: 49 buy tx | 52 sell tx | 350 unfinished tx.
The 156 round: 45 buy tx | 60 sell tx | 345 unfinished tx.
The 157 round: 46 buy tx | 42 sell tx | 357 unfinished tx.
The 158 round: 50 buy tx | 53 sell tx | 354 unfinished tx.
The 159 round: 49 buy tx | 58 sell tx | 347 unfinished tx.
The 160 round: 46 buy tx | 69 sell tx | 332 unfinished tx.
The 161 round: 42 buy tx | 53 sell tx | 337 unfinished tx.
The 162 round: 56 buy tx | 39 sell tx | 342 unfinished tx.
The 163 round: 48 buy tx | 55 sell tx | 339 unfinished tx.
The 164 round: 47 buy tx | 51 sell tx | 341 unfinished tx.
The 165 round: 45 buy tx | 45 sell tx | 351 unfinished tx.
The 166 round: 49 buy tx | 51 sell tx | 351 unfinished tx.
The 167 round: 52 buy tx | 45 sell tx | 354 unfinished tx.
The 168 round: 42 buy tx | 50 sell tx | 362 unfinished tx.
The 169 round: 56 buy tx | 57 sell tx | 349 unfinished tx.
The 170 round: 54 buy tx | 50 sell tx | 345 unfinished tx.
The 171 round: 49 buy tx | 48 sell tx | 348 unfinished tx.
The 172 round: 46 buy tx | 49 sell tx | 353 unfinished tx.
The 173 round: 62 buy tx | 49 sell tx | 342 unfinished tx.
The 174 round: 48 buy tx | 47 sell tx | 347 unfinished tx.
The 175 round: 46 buy tx | 60 sell tx | 341 unfinished tx.
The 176 round: 47 buy tx | 50 sell tx | 344 unfinished tx.
The 177 round: 51 buy tx | 53 sell tx | 340 unfinished tx.
The 178 round: 46 buy tx | 50 sell tx | 344 unfinished tx.
The 179 round: 46 buy tx | 58 sell tx | 340 unfinished tx.
The 180 round: 49 buy tx | 51 sell tx | 340 unfinished tx.
The 181 round: 46 buy tx | 65 sell tx | 329 unfinished tx.
The 182 round: 52 buy tx | 54 sell tx | 323 unfinished tx.
The 183 round: 40 buy tx | 49 sell tx | 334 unfinished tx.
The 184 round: 43 buy tx | 45 sell tx | 346 unfinished tx.
The 185 round: 48 buy tx | 37 sell tx | 361 unfinished tx.
The 186 round: 48 buy tx | 44 sell tx | 369 unfinished tx.
The 187 round: 49 buy tx | 43 sell tx | 377 unfinished tx.
The 188 round: 44 buy tx | 56 sell tx | 377 unfinished tx.
The 189 round: 62 buy tx | 44 sell tx | 371 unfinished tx.
The 190 round: 53 buy tx | 44 sell tx | 374 unfinished tx.
The 191 round: 43 buy tx | 43 sell tx | 388 unfinished tx.
The 192 round: 42 buy tx | 45 sell tx | 401 unfinished tx.
The 193 round: 41 buy tx | 36 sell tx | 424 unfinished tx.
The 194 round: 50 buy tx | 63 sell tx | 411 unfinished tx.
The 195 round: 48 buy tx | 50 sell tx | 413 unfinished tx.
The 196 round: 52 buy tx | 54 sell tx | 407 unfinished tx.
The 197 round: 49 buy tx | 43 sell tx | 415 unfinished tx.
The 198 round: 44 buy tx | 36 sell tx | 435 unfinished tx.
The 199 round: 49 buy tx | 41 sell tx | 445 unfinished tx.
The 200 round: 101 buy tx | 7 sell tx | 437 unfinished tx.
The 201 round: 52 buy tx | 88 sell tx | 397 unfinished tx.
The 202 round: 52 buy tx | 47 sell tx | 398 unfinished tx.
The 203 round: 47 buy tx | 50 sell tx | 401 unfinished tx.
The 204 round: 48 buy tx | 45 sell tx | 408 unfinished tx.
The 205 round: 52 buy tx | 46 sell tx | 410 unfinished tx.
The 206 round: 52 buy tx | 55 sell tx | 403 unfinished tx.
The 207 round: 50 buy tx | 44 sell tx | 409 unfinished tx.
The 208 round: 50 buy tx | 34 sell tx | 425 unfinished tx.
The 209 round: 45 buy tx | 50 sell tx | 430 unfinished tx.
The 210 round: 58 buy tx | 45 sell tx | 427 unfinished tx.
The 211 round: 47 buy tx | 47 sell tx | 433 unfinished tx.
The 212 round: 52 buy tx | 41 sell tx | 440 unfinished tx.
The 213 round: 43 buy tx | 47 sell tx | 450 unfinished tx.
The 214 round: 47 buy tx | 39 sell tx | 464 unfinished tx.
The 215 round: 39 buy tx | 44 sell tx | 481 unfinished tx.
The 216 round: 49 buy tx | 48 sell tx | 484 unfinished tx.
The 217 round: 49 buy tx | 44 sell tx | 491 unfinished tx.
The 218 round: 56 buy tx | 51 sell tx | 484 unfinished tx.
The 219 round: 46 buy tx | 54 sell tx | 484 unfinished tx.
The 220 round: 57 buy tx | 46 sell tx | 481 unfinished tx.
The 221 round: 41 buy tx | 50 sell tx | 490 unfinished tx.
The 222 round: 47 buy tx | 56 sell tx | 487 unfinished tx.
The 223 round: 54 buy tx | 56 sell tx | 477 unfinished tx.
The 224 round: 46 buy tx | 54 sell tx | 477 unfinished tx.
The 225 round: 48 buy tx | 43 sell tx | 486 unfinished tx.
The 226 round: 51 buy tx | 43 sell tx | 492 unfinished tx.
The 227 round: 54 buy tx | 51 sell tx | 487 unfinished tx.
The 228 round: 48 buy tx | 55 sell tx | 484 unfinished tx.
The 229 round: 49 buy tx | 46 sell tx | 489 unfinished tx.
The 230 round: 55 buy tx | 47 sell tx | 487 unfinished tx.
The 231 round: 48 buy tx | 44 sell tx | 495 unfinished tx.
The 232 round: 46 buy tx | 49 sell tx | 500 unfinished tx.
The 233 round: 44 buy tx | 52 sell tx | 504 unfinished tx.
The 234 round: 51 buy tx | 50 sell tx | 503 unfinished tx.
The 235 round: 50 buy tx | 54 sell tx | 499 unfinished tx.
The 236 round: 47 buy tx | 50 sell tx | 502 unfinished tx.
The 237 round: 53 buy tx | 59 sell tx | 490 unfinished tx.
The 238 round: 42 buy tx | 54 sell tx | 494 unfinished tx.
The 239 round: 39 buy tx | 49 sell tx | 506 unfinished tx.
The 240 round: 64 buy tx | 54 sell tx | 488 unfinished tx.
The 241 round: 51 buy tx | 42 sell tx | 495 unfinished tx.
The 242 round: 43 buy tx | 51 sell tx | 501 unfinished tx.
The 243 round: 50 buy tx | 43 sell tx | 508 unfinished tx.
The 244 round: 44 buy tx | 56 sell tx | 508 unfinished tx.
The 245 round: 41 buy tx | 52 sell tx | 515 unfinished tx.
The 246 round: 55 buy tx | 48 sell tx | 512 unfinished tx.
The 247 round: 52 buy tx | 45 sell tx | 515 unfinished tx.
The 248 round: 45 buy tx | 40 sell tx | 530 unfinished tx.
The 249 round: 43 buy tx | 44 sell tx | 543 unfinished tx.
The 250 round: 44 buy tx | 41 sell tx | 558 unfinished tx.
The 251 round: 46 buy tx | 35 sell tx | 577 unfinished tx.
The 252 round: 50 buy tx | 46 sell tx | 581 unfinished tx.
The 253 round: 59 buy tx | 52 sell tx | 570 unfinished tx.
The 254 round: 41 buy tx | 59 sell tx | 570 unfinished tx.
The 255 round: 51 buy tx | 52 sell tx | 567 unfinished tx.
The 256 round: 59 buy tx | 48 sell tx | 560 unfinished tx.
The 257 round: 49 buy tx | 59 sell tx | 552 unfinished tx.
The 258 round: 58 buy tx | 60 sell tx | 534 unfinished tx.
The 259 round: 48 buy tx | 42 sell tx | 544 unfinished tx.
The 260 round: 47 buy tx | 54 sell tx | 543 unfinished tx.
The 261 round: 52 buy tx | 51 sell tx | 540 unfinished tx.
The 262 round: 48 buy tx | 50 sell tx | 542 unfinished tx.
The 263 round: 56 buy tx | 41 sell tx | 545 unfinished tx.
The 264 round: 43 buy tx | 50 sell tx | 552 unfinished tx.
The 265 round: 52 buy tx | 44 sell tx | 556 unfinished tx.
The 266 round: 46 buy tx | 56 sell tx | 554 unfinished tx.
The 267 round: 51 buy tx | 46 sell tx | 557 unfinished tx.
The 268 round: 51 buy tx | 45 sell tx | 561 unfinished tx.
The 269 round: 52 buy tx | 58 sell tx | 551 unfinished tx.
The 270 round: 45 buy tx | 46 sell tx | 560 unfinished tx.
The 271 round: 50 buy tx | 33 sell tx | 577 unfinished tx.
The 272 round: 50 buy tx | 44 sell tx | 583 unfinished tx.
The 273 round: 49 buy tx | 43 sell tx | 591 unfinished tx.
The 274 round: 49 buy tx | 54 sell tx | 588 unfinished tx.
The 275 round: 48 buy tx | 53 sell tx | 587 unfinished tx.
The 276 round: 50 buy tx | 51 sell tx | 586 unfinished tx.
The 277 round: 50 buy tx | 50 sell tx | 586 unfinished tx.
The 278 round: 43 buy tx | 57 sell tx | 586 unfinished tx.
The 279 round: 49 buy tx | 44 sell tx | 593 unfinished tx.
The 280 round: 44 buy tx | 42 sell tx | 607 unfinished tx.
The 281 round: 45 buy tx | 40 sell tx | 622 unfinished tx.
The 282 round: 44 buy tx | 49 sell tx | 629 unfinished tx.
The 283 round: 45 buy tx | 52 sell tx | 632 unfinished tx.
The 284 round: 46 buy tx | 49 sell tx | 637 unfinished tx.
The 285 round: 47 buy tx | 44 sell tx | 646 unfinished tx.
The 286 round: 58 buy tx | 49 sell tx | 639 unfinished tx.
The 287 round: 52 buy tx | 46 sell tx | 641 unfinished tx.
The 288 round: 51 buy tx | 42 sell tx | 648 unfinished tx.
The 289 round: 53 buy tx | 46 sell tx | 649 unfinished tx.
The 290 round: 50 buy tx | 41 sell tx | 658 unfinished tx.
The 291 round: 38 buy tx | 38 sell tx | 682 unfinished tx.
The 292 round: 59 buy tx | 60 sell tx | 663 unfinished tx.
The 293 round: 58 buy tx | 56 sell tx | 649 unfinished tx.
The 294 round: 37 buy tx | 50 sell tx | 662 unfinished tx.
The 295 round: 63 buy tx | 45 sell tx | 654 unfinished tx.
The 296 round: 45 buy tx | 51 sell tx | 658 unfinished tx.
The 297 round: 53 buy tx | 44 sell tx | 661 unfinished tx.
The 298 round: 40 buy tx | 51 sell tx | 670 unfinished tx.
The 299 round: 54 buy tx | 47 sell tx | 669 unfinished tx.
The 300 round: 53 buy tx | 53 sell tx | 663 unfinished tx.
The 301 round: 57 buy tx | 47 sell tx | 659 unfinished tx.
The 302 round: 48 buy tx | 53 sell tx | 658 unfinished tx.
The 303 round: 42 buy tx | 55 sell tx | 661 unfinished tx.
The 304 round: 45 buy tx | 53 sell tx | 663 unfinished tx.
The 305 round: 45 buy tx | 54 sell tx | 664 unfinished tx.
The 306 round: 53 buy tx | 48 sell tx | 663 unfinished tx.
The 307 round: 49 buy tx | 53 sell tx | 661 unfinished tx.
The 308 round: 44 buy tx | 51 sell tx | 666 unfinished tx.
The 309 round: 50 buy tx | 53 sell tx | 663 unfinished tx.
The 310 round: 38 buy tx | 48 sell tx | 677 unfinished tx.
The 311 round: 42 buy tx | 48 sell tx | 687 unfinished tx.
The 312 round: 41 buy tx | 48 sell tx | 698 unfinished tx.
The 313 round: 48 buy tx | 46 sell tx | 704 unfinished tx.
The 314 round: 46 buy tx | 56 sell tx | 702 unfinished tx.
The 315 round: 53 buy tx | 54 sell tx | 695 unfinished tx.
The 316 round: 55 buy tx | 46 sell tx | 694 unfinished tx.
The 317 round: 47 buy tx | 45 sell tx | 702 unfinished tx.
The 318 round: 48 buy tx | 34 sell tx | 720 unfinished tx.
The 319 round: 50 buy tx | 50 sell tx | 720 unfinished tx.
The 320 round: 47 buy tx | 46 sell tx | 727 unfinished tx.
The 321 round: 51 buy tx | 43 sell tx | 733 unfinished tx.
The 322 round: 38 buy tx | 52 sell tx | 743 unfinished tx.
The 323 round: 43 buy tx | 41 sell tx | 759 unfinished tx.
The 324 round: 50 buy tx | 41 sell tx | 768 unfinished tx.
The 325 round: 48 buy tx | 55 sell tx | 765 unfinished tx.
The 326 round: 51 buy tx | 49 sell tx | 765 unfinished tx.
The 327 round: 37 buy tx | 58 sell tx | 770 unfinished tx.
The 328 round: 54 buy tx | 46 sell tx | 770 unfinished tx.
The 329 round: 52 buy tx | 48 sell tx | 770 unfinished tx.
The 330 round: 49 buy tx | 45 sell tx | 776 unfinished tx.
The 331 round: 46 buy tx | 64 sell tx | 766 unfinished tx.
The 332 round: 53 buy tx | 53 sell tx | 760 unfinished tx.
The 333 round: 49 buy tx | 49 sell tx | 762 unfinished tx.
The 334 round: 56 buy tx | 52 sell tx | 754 unfinished tx.
The 335 round: 48 buy tx | 58 sell tx | 748 unfinished tx.
The 336 round: 37 buy tx | 40 sell tx | 771 unfinished tx.
The 337 round: 40 buy tx | 47 sell tx | 784 unfinished tx.
The 338 round: 47 buy tx | 39 sell tx | 798 unfinished tx.
The 339 round: 50 buy tx | 38 sell tx | 810 unfinished tx.
The 340 round: 53 buy tx | 59 sell tx | 798 unfinished tx.
The 341 round: 57 buy tx | 49 sell tx | 792 unfinished tx.
The 342 round: 50 buy tx | 54 sell tx | 788 unfinished tx.
The 343 round: 60 buy tx | 45 sell tx | 783 unfinished tx.
The 344 round: 39 buy tx | 48 sell tx | 796 unfinished tx.
The 345 round: 50 buy tx | 49 sell tx | 797 unfinished tx.
The 346 round: 59 buy tx | 36 sell tx | 802 unfinished tx.
The 347 round: 51 buy tx | 36 sell tx | 815 unfinished tx.
The 348 round: 52 buy tx | 56 sell tx | 807 unfinished tx.
The 349 round: 44 buy tx | 62 sell tx | 801 unfinished tx.
The 350 round: 45 buy tx | 41 sell tx | 815 unfinished tx.
The 351 round: 47 buy tx | 42 sell tx | 826 unfinished tx.
The 352 round: 40 buy tx | 44 sell tx | 842 unfinished tx.
The 353 round: 49 buy tx | 49 sell tx | 844 unfinished tx.
The 354 round: 46 buy tx | 53 sell tx | 845 unfinished tx.
The 355 round: 45 buy tx | 56 sell tx | 844 unfinished tx.
The 356 round: 63 buy tx | 59 sell tx | 822 unfinished tx.
The 357 round: 55 buy tx | 58 sell tx | 809 unfinished tx.
The 358 round: 39 buy tx | 45 sell tx | 825 unfinished tx.
The 359 round: 58 buy tx | 52 sell tx | 815 unfinished tx.
The 360 round: 45 buy tx | 51 sell tx | 819 unfinished tx.
The 361 round: 32 buy tx | 30 sell tx | 857 unfinished tx.
The 362 round: 35 buy tx | 50 sell tx | 872 unfinished tx.
The 363 round: 48 buy tx | 52 sell tx | 872 unfinished tx.
The 364 round: 54 buy tx | 46 sell tx | 872 unfinished tx.
The 365 round: 48 buy tx | 43 sell tx | 881 unfinished tx.
The 366 round: 53 buy tx | 48 sell tx | 880 unfinished tx.
The 367 round: 63 buy tx | 51 sell tx | 866 unfinished tx.
The 368 round: 49 buy tx | 50 sell tx | 867 unfinished tx.
The 369 round: 55 buy tx | 51 sell tx | 861 unfinished tx.
The 370 round: 45 buy tx | 54 sell tx | 862 unfinished tx.
The 371 round: 53 buy tx | 48 sell tx | 861 unfinished tx.
The 372 round: 50 buy tx | 24 sell tx | 887 unfinished tx.
The 373 round: 50 buy tx | 47 sell tx | 890 unfinished tx.
The 374 round: 47 buy tx | 49 sell tx | 894 unfinished tx.
The 375 round: 47 buy tx | 35 sell tx | 912 unfinished tx.
The 376 round: 45 buy tx | 51 sell tx | 916 unfinished tx.
The 377 round: 43 buy tx | 53 sell tx | 920 unfinished tx.
The 378 round: 44 buy tx | 57 sell tx | 919 unfinished tx.
The 379 round: 64 buy tx | 52 sell tx | 903 unfinished tx.
The 380 round: 50 buy tx | 41 sell tx | 912 unfinished tx.
The 381 round: 52 buy tx | 51 sell tx | 909 unfinished tx.
The 382 round: 56 buy tx | 54 sell tx | 899 unfinished tx.
The 383 round: 58 buy tx | 47 sell tx | 894 unfinished tx.
The 384 round: 62 buy tx | 57 sell tx | 875 unfinished tx.
The 385 round: 47 buy tx | 56 sell tx | 872 unfinished tx.
The 386 round: 45 buy tx | 56 sell tx | 871 unfinished tx.
The 387 round: 53 buy tx | 51 sell tx | 867 unfinished tx.
The 388 round: 51 buy tx | 52 sell tx | 864 unfinished tx.
The 389 round: 47 buy tx | 44 sell tx | 873 unfinished tx.
The 390 round: 48 buy tx | 46 sell tx | 879 unfinished tx.
The 391 round: 51 buy tx | 48 sell tx | 880 unfinished tx.
The 392 round: 61 buy tx | 53 sell tx | 866 unfinished tx.
The 393 round: 51 buy tx | 44 sell tx | 871 unfinished tx.
The 394 round: 56 buy tx | 41 sell tx | 874 unfinished tx.
The 395 round: 33 buy tx | 50 sell tx | 891 unfinished tx.
The 396 round: 45 buy tx | 51 sell tx | 895 unfinished tx.
The 397 round: 43 buy tx | 40 sell tx | 912 unfinished tx.
The 398 round: 42 buy tx | 61 sell tx | 909 unfinished tx.
The 399 round: 47 buy tx | 55 sell tx | 907 unfinished tx.
The 400 round: 116 buy tx | 8 sell tx | 883 unfinished tx.
The 401 round: 56 buy tx | 93 sell tx | 834 unfinished tx.
The 402 round: 62 buy tx | 58 sell tx | 814 unfinished tx.
The 403 round: 57 buy tx | 55 sell tx | 802 unfinished tx.
The 404 round: 53 buy tx | 59 sell tx | 790 unfinished tx.
The 405 round: 52 buy tx | 56 sell tx | 782 unfinished tx.
The 406 round: 52 buy tx | 47 sell tx | 783 unfinished tx.
The 407 round: 47 buy tx | 47 sell tx | 789 unfinished tx.
The 408 round: 50 buy tx | 46 sell tx | 793 unfinished tx.
The 409 round: 50 buy tx | 43 sell tx | 800 unfinished tx.
The 410 round: 45 buy tx | 47 sell tx | 808 unfinished tx.
The 411 round: 53 buy tx | 45 sell tx | 810 unfinished tx.
The 412 round: 45 buy tx | 52 sell tx | 813 unfinished tx.
The 413 round: 59 buy tx | 49 sell tx | 805 unfinished tx.
The 414 round: 51 buy tx | 58 sell tx | 796 unfinished tx.
The 415 round: 56 buy tx | 51 sell tx | 789 unfinished tx.
The 416 round: 43 buy tx | 52 sell tx | 794 unfinished tx.
The 417 round: 57 buy tx | 48 sell tx | 789 unfinished tx.
The 418 round: 50 buy tx | 42 sell tx | 797 unfinished tx.
The 419 round: 52 buy tx | 60 sell tx | 785 unfinished tx.
The 420 round: 53 buy tx | 59 sell tx | 773 unfinished tx.
The 421 round: 61 buy tx | 48 sell tx | 764 unfinished tx.
The 422 round: 50 buy tx | 35 sell tx | 779 unfinished tx.
