The 0 round: 26 buy tx | 31 sell tx | 43 unfinished tx.
The 151 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 152 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 153 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 154 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 155 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 156 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 157 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 158 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 159 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 160 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 161 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 162 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 163 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 164 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 165 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 166 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 167 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 168 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 169 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 170 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 171 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 172 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 173 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 174 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 175 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 176 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 177 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 178 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 179 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 180 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 181 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 182 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 183 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 184 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 185 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 186 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 187 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 188 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 189 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 190 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 191 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 192 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 193 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 194 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 195 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 196 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 197 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 198 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 199 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 200 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 201 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 202 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 203 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 204 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 205 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 206 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 207 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 208 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 209 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 210 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 211 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 212 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 213 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 214 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 215 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 216 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 217 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 218 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 219 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 220 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 221 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 222 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 223 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 224 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 225 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 226 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 227 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 228 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 229 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 230 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 231 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 232 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 233 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 234 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 235 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 236 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 237 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 238 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 239 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 240 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 241 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 242 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 243 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 244 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 245 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 246 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 247 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 248 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 249 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 250 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 251 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 252 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 253 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 254 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 255 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 256 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 257 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 258 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 259 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 260 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 261 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 262 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 263 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 264 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 265 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 266 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 267 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 268 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 269 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 270 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 271 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 272 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 273 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 274 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 275 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 276 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 277 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 278 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 279 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 280 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 281 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 282 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 283 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 284 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 285 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 286 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 287 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 288 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 289 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 290 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 291 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 292 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 293 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 294 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 295 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 296 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 297 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 298 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 299 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 300 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 301 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 302 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 303 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 304 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 305 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 306 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 307 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 308 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 309 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 310 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 311 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 312 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 313 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 314 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 315 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 316 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 317 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 318 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 319 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 320 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 321 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 322 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 323 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 324 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 325 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 326 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 327 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 328 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 329 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 330 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 331 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 332 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 333 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 334 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 335 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 336 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 337 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 338 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 339 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 340 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 341 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 342 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 343 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 344 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 345 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 346 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 347 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 348 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 349 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 350 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 351 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 352 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 353 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 354 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 355 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 356 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 357 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 358 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 359 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 360 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 361 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 362 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 363 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 364 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 365 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 366 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 367 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 368 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 369 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 370 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 371 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 372 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 373 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 374 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 375 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 376 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 377 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 378 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 379 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 380 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 381 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 382 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 383 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 384 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 385 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 386 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 387 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 388 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 389 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 390 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 391 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 392 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 393 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 394 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 395 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 396 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 397 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 398 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 399 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 400 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 401 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 402 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 403 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 404 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 405 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 406 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 407 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 408 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 409 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
The 410 round: 0 buy tx | 0 sell tx | 5000 unfinished tx.
