The 0 round: 42 buy tx | 48 sell tx | 10 unfinished tx.
The 43 round: 49 buy tx | 58 sell tx | 108 unfinished tx.
The 44 round: 37 buy tx | 56 sell tx | 115 unfinished tx.
The 45 round: 61 buy tx | 58 sell tx | 96 unfinished tx.
The 46 round: 51 buy tx | 55 sell tx | 90 unfinished tx.
The 47 round: 44 buy tx | 51 sell tx | 95 unfinished tx.
The 48 round: 50 buy tx | 53 sell tx | 92 unfinished tx.
The 49 round: 57 buy tx | 55 sell tx | 80 unfinished tx.
The 50 round: 47 buy tx | 58 sell tx | 75 unfinished tx.
The 51 round: 49 buy tx | 60 sell tx | 66 unfinished tx.
The 52 round: 51 buy tx | 38 sell tx | 77 unfinished tx.
The 53 round: 51 buy tx | 50 sell tx | 76 unfinished tx.
The 54 round: 48 buy tx | 44 sell tx | 84 unfinished tx.
The 55 round: 46 buy tx | 49 sell tx | 89 unfinished tx.
The 56 round: 47 buy tx | 44 sell tx | 98 unfinished tx.
The 57 round: 51 buy tx | 52 sell tx | 95 unfinished tx.
The 58 round: 65 buy tx | 55 sell tx | 75 unfinished tx.
The 59 round: 48 buy tx | 45 sell tx | 82 unfinished tx.
The 60 round: 42 buy tx | 46 sell tx | 94 unfinished tx.
The 61 round: 52 buy tx | 50 sell tx | 92 unfinished tx.
The 62 round: 50 buy tx | 39 sell tx | 103 unfinished tx.
The 63 round: 49 buy tx | 45 sell tx | 109 unfinished tx.
The 64 round: 43 buy tx | 49 sell tx | 117 unfinished tx.
The 65 round: 52 buy tx | 53 sell tx | 112 unfinished tx.
The 66 round: 39 buy tx | 48 sell tx | 125 unfinished tx.
The 67 round: 48 buy tx | 50 sell tx | 127 unfinished tx.
The 68 round: 51 buy tx | 55 sell tx | 121 unfinished tx.
The 69 round: 47 buy tx | 48 sell tx | 126 unfinished tx.
The 70 round: 58 buy tx | 47 sell tx | 121 unfinished tx.
The 71 round: 56 buy tx | 43 sell tx | 122 unfinished tx.
The 72 round: 46 buy tx | 50 sell tx | 126 unfinished tx.
The 73 round: 48 buy tx | 45 sell tx | 133 unfinished tx.
The 74 round: 50 buy tx | 47 sell tx | 136 unfinished tx.
The 75 round: 50 buy tx | 59 sell tx | 127 unfinished tx.
The 76 round: 44 buy tx | 49 sell tx | 134 unfinished tx.
The 77 round: 53 buy tx | 39 sell tx | 142 unfinished tx.
The 78 round: 55 buy tx | 57 sell tx | 130 unfinished tx.
The 79 round: 54 buy tx | 44 sell tx | 132 unfinished tx.
The 80 round: 44 buy tx | 45 sell tx | 143 unfinished tx.
The 81 round: 60 buy tx | 47 sell tx | 136 unfinished tx.
The 82 round: 41 buy tx | 61 sell tx | 134 unfinished tx.
The 83 round: 43 buy tx | 50 sell tx | 141 unfinished tx.
The 84 round: 49 buy tx | 45 sell tx | 147 unfinished tx.
The 85 round: 50 buy tx | 48 sell tx | 149 unfinished tx.
The 86 round: 55 buy tx | 49 sell tx | 145 unfinished tx.
The 87 round: 55 buy tx | 51 sell tx | 139 unfinished tx.
The 88 round: 49 buy tx | 53 sell tx | 137 unfinished tx.
The 89 round: 46 buy tx | 51 sell tx | 140 unfinished tx.
The 90 round: 50 buy tx | 45 sell tx | 145 unfinished tx.
The 91 round: 46 buy tx | 47 sell tx | 152 unfinished tx.
The 92 round: 46 buy tx | 52 sell tx | 154 unfinished tx.
The 93 round: 58 buy tx | 47 sell tx | 149 unfinished tx.
The 94 round: 46 buy tx | 51 sell tx | 152 unfinished tx.
The 95 round: 50 buy tx | 42 sell tx | 160 unfinished tx.
The 96 round: 54 buy tx | 49 sell tx | 157 unfinished tx.
The 97 round: 53 buy tx | 53 sell tx | 151 unfinished tx.
The 98 round: 53 buy tx | 49 sell tx | 149 unfinished tx.
The 99 round: 44 buy tx | 44 sell tx | 161 unfinished tx.
The 100 round: 50 buy tx | 52 sell tx | 159 unfinished tx.
The 101 round: 53 buy tx | 42 sell tx | 164 unfinished tx.
The 102 round: 45 buy tx | 43 sell tx | 176 unfinished tx.
The 103 round: 44 buy tx | 52 sell tx | 180 unfinished tx.
The 104 round: 38 buy tx | 40 sell tx | 202 unfinished tx.
The 105 round: 37 buy tx | 49 sell tx | 216 unfinished tx.
The 106 round: 40 buy tx | 49 sell tx | 227 unfinished tx.
The 107 round: 50 buy tx | 38 sell tx | 239 unfinished tx.
The 108 round: 49 buy tx | 57 sell tx | 233 unfinished tx.
The 109 round: 48 buy tx | 48 sell tx | 237 unfinished tx.
The 110 round: 52 buy tx | 42 sell tx | 243 unfinished tx.
The 111 round: 50 buy tx | 48 sell tx | 245 unfinished tx.
The 112 round: 55 buy tx | 46 sell tx | 244 unfinished tx.
The 113 round: 56 buy tx | 50 sell tx | 238 unfinished tx.
The 114 round: 41 buy tx | 48 sell tx | 249 unfinished tx.
The 115 round: 38 buy tx | 36 sell tx | 275 unfinished tx.
The 116 round: 56 buy tx | 49 sell tx | 270 unfinished tx.
The 117 round: 51 buy tx | 51 sell tx | 268 unfinished tx.
The 118 round: 53 buy tx | 67 sell tx | 248 unfinished tx.
The 119 round: 58 buy tx | 55 sell tx | 235 unfinished tx.
The 120 round: 48 buy tx | 63 sell tx | 224 unfinished tx.
The 121 round: 58 buy tx | 41 sell tx | 225 unfinished tx.
The 122 round: 52 buy tx | 43 sell tx | 230 unfinished tx.
The 123 round: 33 buy tx | 60 sell tx | 237 unfinished tx.
The 124 round: 44 buy tx | 45 sell tx | 248 unfinished tx.
The 125 round: 55 buy tx | 42 sell tx | 251 unfinished tx.
The 126 round: 55 buy tx | 48 sell tx | 248 unfinished tx.
The 127 round: 50 buy tx | 59 sell tx | 239 unfinished tx.
The 128 round: 57 buy tx | 58 sell tx | 224 unfinished tx.
The 129 round: 49 buy tx | 50 sell tx | 225 unfinished tx.
The 130 round: 47 buy tx | 44 sell tx | 234 unfinished tx.
The 131 round: 45 buy tx | 40 sell tx | 249 unfinished tx.
The 132 round: 55 buy tx | 54 sell tx | 240 unfinished tx.
The 133 round: 47 buy tx | 45 sell tx | 248 unfinished tx.
The 134 round: 52 buy tx | 67 sell tx | 229 unfinished tx.
The 135 round: 50 buy tx | 49 sell tx | 230 unfinished tx.
The 136 round: 62 buy tx | 42 sell tx | 226 unfinished tx.
The 137 round: 42 buy tx | 35 sell tx | 249 unfinished tx.
The 138 round: 46 buy tx | 44 sell tx | 259 unfinished tx.
The 139 round: 54 buy tx | 36 sell tx | 269 unfinished tx.
The 140 round: 46 buy tx | 43 sell tx | 280 unfinished tx.
The 141 round: 50 buy tx | 55 sell tx | 275 unfinished tx.
The 142 round: 42 buy tx | 59 sell tx | 274 unfinished tx.
The 143 round: 50 buy tx | 39 sell tx | 285 unfinished tx.
The 144 round: 45 buy tx | 43 sell tx | 297 unfinished tx.
The 145 round: 47 buy tx | 49 sell tx | 301 unfinished tx.
The 146 round: 51 buy tx | 40 sell tx | 310 unfinished tx.
The 147 round: 47 buy tx | 53 sell tx | 310 unfinished tx.
The 148 round: 59 buy tx | 47 sell tx | 304 unfinished tx.
The 149 round: 41 buy tx | 56 sell tx | 307 unfinished tx.
The 150 round: 37 buy tx | 47 sell tx | 323 unfinished tx.
The 151 round: 44 buy tx | 55 sell tx | 324 unfinished tx.
The 152 round: 62 buy tx | 46 sell tx | 316 unfinished tx.
The 153 round: 54 buy tx | 45 sell tx | 317 unfinished tx.
The 154 round: 55 buy tx | 56 sell tx | 306 unfinished tx.
The 155 round: 37 buy tx | 47 sell tx | 322 unfinished tx.
The 156 round: 46 buy tx | 49 sell tx | 327 unfinished tx.
The 157 round: 42 buy tx | 48 sell tx | 337 unfinished tx.
The 158 round: 31 buy tx | 47 sell tx | 359 unfinished tx.
The 159 round: 50 buy tx | 45 sell tx | 364 unfinished tx.
The 160 round: 50 buy tx | 50 sell tx | 364 unfinished tx.
The 161 round: 65 buy tx | 46 sell tx | 353 unfinished tx.
The 162 round: 47 buy tx | 54 sell tx | 352 unfinished tx.
The 163 round: 43 buy tx | 48 sell tx | 361 unfinished tx.
The 164 round: 50 buy tx | 48 sell tx | 363 unfinished tx.
The 165 round: 56 buy tx | 46 sell tx | 361 unfinished tx.
The 166 round: 50 buy tx | 50 sell tx | 361 unfinished tx.
The 167 round: 52 buy tx | 59 sell tx | 350 unfinished tx.
The 168 round: 62 buy tx | 52 sell tx | 336 unfinished tx.
The 169 round: 49 buy tx | 55 sell tx | 332 unfinished tx.
The 170 round: 47 buy tx | 49 sell tx | 336 unfinished tx.
The 171 round: 44 buy tx | 51 sell tx | 341 unfinished tx.
The 172 round: 56 buy tx | 39 sell tx | 346 unfinished tx.
The 173 round: 44 buy tx | 47 sell tx | 355 unfinished tx.
The 174 round: 50 buy tx | 45 sell tx | 360 unfinished tx.
The 175 round: 59 buy tx | 55 sell tx | 346 unfinished tx.
The 176 round: 56 buy tx | 53 sell tx | 337 unfinished tx.
The 177 round: 40 buy tx | 55 sell tx | 342 unfinished tx.
The 178 round: 54 buy tx | 60 sell tx | 328 unfinished tx.
The 179 round: 48 buy tx | 52 sell tx | 328 unfinished tx.
The 180 round: 33 buy tx | 42 sell tx | 353 unfinished tx.
The 181 round: 47 buy tx | 36 sell tx | 370 unfinished tx.
The 182 round: 50 buy tx | 56 sell tx | 364 unfinished tx.
The 183 round: 41 buy tx | 42 sell tx | 381 unfinished tx.
The 184 round: 35 buy tx | 48 sell tx | 398 unfinished tx.
The 185 round: 47 buy tx | 51 sell tx | 400 unfinished tx.
The 186 round: 50 buy tx | 52 sell tx | 398 unfinished tx.
The 187 round: 39 buy tx | 57 sell tx | 402 unfinished tx.
The 188 round: 32 buy tx | 53 sell tx | 417 unfinished tx.
The 189 round: 31 buy tx | 50 sell tx | 436 unfinished tx.
The 190 round: 58 buy tx | 40 sell tx | 438 unfinished tx.
The 191 round: 66 buy tx | 53 sell tx | 419 unfinished tx.
The 192 round: 45 buy tx | 50 sell tx | 424 unfinished tx.
The 193 round: 50 buy tx | 40 sell tx | 434 unfinished tx.
The 194 round: 58 buy tx | 50 sell tx | 426 unfinished tx.
The 195 round: 41 buy tx | 44 sell tx | 441 unfinished tx.
The 196 round: 56 buy tx | 55 sell tx | 430 unfinished tx.
The 197 round: 57 buy tx | 50 sell tx | 423 unfinished tx.
The 198 round: 53 buy tx | 51 sell tx | 419 unfinished tx.
The 199 round: 51 buy tx | 58 sell tx | 410 unfinished tx.
The 200 round: 4 buy tx | 104 sell tx | 402 unfinished tx.
The 201 round: 99 buy tx | 50 sell tx | 353 unfinished tx.
The 202 round: 57 buy tx | 47 sell tx | 349 unfinished tx.
The 203 round: 58 buy tx | 52 sell tx | 339 unfinished tx.
The 204 round: 48 buy tx | 55 sell tx | 336 unfinished tx.
The 205 round: 53 buy tx | 47 sell tx | 336 unfinished tx.
The 206 round: 39 buy tx | 49 sell tx | 348 unfinished tx.
The 207 round: 54 buy tx | 51 sell tx | 343 unfinished tx.
The 208 round: 51 buy tx | 49 sell tx | 343 unfinished tx.
The 209 round: 50 buy tx | 57 sell tx | 336 unfinished tx.
The 210 round: 39 buy tx | 39 sell tx | 358 unfinished tx.
The 211 round: 51 buy tx | 48 sell tx | 359 unfinished tx.
The 212 round: 39 buy tx | 51 sell tx | 369 unfinished tx.
The 213 round: 52 buy tx | 52 sell tx | 365 unfinished tx.
The 214 round: 51 buy tx | 45 sell tx | 369 unfinished tx.
The 215 round: 42 buy tx | 56 sell tx | 371 unfinished tx.
The 216 round: 44 buy tx | 47 sell tx | 380 unfinished tx.
The 217 round: 50 buy tx | 49 sell tx | 381 unfinished tx.
The 218 round: 51 buy tx | 44 sell tx | 386 unfinished tx.
The 219 round: 51 buy tx | 39 sell tx | 396 unfinished tx.
The 220 round: 47 buy tx | 49 sell tx | 400 unfinished tx.
The 221 round: 49 buy tx | 51 sell tx | 400 unfinished tx.
The 222 round: 46 buy tx | 53 sell tx | 401 unfinished tx.
The 223 round: 40 buy tx | 61 sell tx | 400 unfinished tx.
The 224 round: 55 buy tx | 63 sell tx | 382 unfinished tx.
The 225 round: 51 buy tx | 50 sell tx | 381 unfinished tx.
The 226 round: 62 buy tx | 60 sell tx | 359 unfinished tx.
The 227 round: 57 buy tx | 47 sell tx | 355 unfinished tx.
The 228 round: 57 buy tx | 59 sell tx | 339 unfinished tx.
The 229 round: 40 buy tx | 39 sell tx | 360 unfinished tx.
The 230 round: 46 buy tx | 51 sell tx | 363 unfinished tx.
The 231 round: 57 buy tx | 49 sell tx | 357 unfinished tx.
The 232 round: 44 buy tx | 53 sell tx | 360 unfinished tx.
The 233 round: 47 buy tx | 50 sell tx | 363 unfinished tx.
The 234 round: 43 buy tx | 48 sell tx | 372 unfinished tx.
The 235 round: 55 buy tx | 56 sell tx | 361 unfinished tx.
The 236 round: 50 buy tx | 48 sell tx | 363 unfinished tx.
The 237 round: 54 buy tx | 48 sell tx | 361 unfinished tx.
The 238 round: 51 buy tx | 44 sell tx | 366 unfinished tx.
The 239 round: 46 buy tx | 54 sell tx | 366 unfinished tx.
The 240 round: 52 buy tx | 51 sell tx | 363 unfinished tx.
The 241 round: 31 buy tx | 52 sell tx | 380 unfinished tx.
The 242 round: 44 buy tx | 52 sell tx | 384 unfinished tx.
The 243 round: 46 buy tx | 51 sell tx | 387 unfinished tx.
The 244 round: 47 buy tx | 41 sell tx | 399 unfinished tx.
The 245 round: 52 buy tx | 43 sell tx | 404 unfinished tx.
The 246 round: 50 buy tx | 48 sell tx | 406 unfinished tx.
The 247 round: 43 buy tx | 39 sell tx | 424 unfinished tx.
The 248 round: 48 buy tx | 46 sell tx | 430 unfinished tx.
The 249 round: 49 buy tx | 45 sell tx | 436 unfinished tx.
The 250 round: 56 buy tx | 45 sell tx | 435 unfinished tx.
The 251 round: 55 buy tx | 48 sell tx | 432 unfinished tx.
The 252 round: 45 buy tx | 56 sell tx | 431 unfinished tx.
The 253 round: 37 buy tx | 51 sell tx | 443 unfinished tx.
The 254 round: 49 buy tx | 48 sell tx | 446 unfinished tx.
The 255 round: 50 buy tx | 40 sell tx | 456 unfinished tx.
The 256 round: 46 buy tx | 58 sell tx | 452 unfinished tx.
The 257 round: 40 buy tx | 41 sell tx | 471 unfinished tx.
The 258 round: 55 buy tx | 52 sell tx | 464 unfinished tx.
The 259 round: 49 buy tx | 51 sell tx | 464 unfinished tx.
The 260 round: 58 buy tx | 46 sell tx | 460 unfinished tx.
The 261 round: 50 buy tx | 37 sell tx | 473 unfinished tx.
The 262 round: 61 buy tx | 50 sell tx | 462 unfinished tx.
The 263 round: 49 buy tx | 57 sell tx | 456 unfinished tx.
The 264 round: 55 buy tx | 51 sell tx | 450 unfinished tx.
The 265 round: 53 buy tx | 46 sell tx | 451 unfinished tx.
The 266 round: 53 buy tx | 45 sell tx | 453 unfinished tx.
The 267 round: 36 buy tx | 51 sell tx | 466 unfinished tx.
The 268 round: 55 buy tx | 59 sell tx | 452 unfinished tx.
The 269 round: 64 buy tx | 55 sell tx | 433 unfinished tx.
The 270 round: 39 buy tx | 58 sell tx | 436 unfinished tx.
The 271 round: 44 buy tx | 54 sell tx | 438 unfinished tx.
The 272 round: 44 buy tx | 44 sell tx | 450 unfinished tx.
The 273 round: 47 buy tx | 43 sell tx | 460 unfinished tx.
The 274 round: 57 buy tx | 44 sell tx | 459 unfinished tx.
The 275 round: 51 buy tx | 45 sell tx | 463 unfinished tx.
The 276 round: 45 buy tx | 40 sell tx | 478 unfinished tx.
The 277 round: 50 buy tx | 72 sell tx | 456 unfinished tx.
The 278 round: 57 buy tx | 48 sell tx | 451 unfinished tx.
The 279 round: 65 buy tx | 56 sell tx | 430 unfinished tx.
The 280 round: 56 buy tx | 58 sell tx | 416 unfinished tx.
The 281 round: 46 buy tx | 45 sell tx | 425 unfinished tx.
The 282 round: 50 buy tx | 60 sell tx | 415 unfinished tx.
The 283 round: 57 buy tx | 50 sell tx | 408 unfinished tx.
The 284 round: 55 buy tx | 54 sell tx | 399 unfinished tx.
The 285 round: 62 buy tx | 50 sell tx | 387 unfinished tx.
The 286 round: 39 buy tx | 64 sell tx | 384 unfinished tx.
The 287 round: 41 buy tx | 39 sell tx | 404 unfinished tx.
The 288 round: 55 buy tx | 62 sell tx | 387 unfinished tx.
The 289 round: 50 buy tx | 49 sell tx | 388 unfinished tx.
The 290 round: 36 buy tx | 48 sell tx | 404 unfinished tx.
The 291 round: 41 buy tx | 49 sell tx | 414 unfinished tx.
The 292 round: 57 buy tx | 46 sell tx | 411 unfinished tx.
The 293 round: 45 buy tx | 51 sell tx | 415 unfinished tx.
The 294 round: 51 buy tx | 51 sell tx | 413 unfinished tx.
The 295 round: 62 buy tx | 47 sell tx | 404 unfinished tx.
The 296 round: 40 buy tx | 37 sell tx | 427 unfinished tx.
The 297 round: 52 buy tx | 42 sell tx | 433 unfinished tx.
The 298 round: 51 buy tx | 51 sell tx | 431 unfinished tx.
The 299 round: 47 buy tx | 48 sell tx | 436 unfinished tx.
The 300 round: 56 buy tx | 56 sell tx | 424 unfinished tx.
The 301 round: 51 buy tx | 61 sell tx | 412 unfinished tx.
The 302 round: 50 buy tx | 54 sell tx | 408 unfinished tx.
The 303 round: 54 buy tx | 41 sell tx | 413 unfinished tx.
The 304 round: 38 buy tx | 48 sell tx | 427 unfinished tx.
The 305 round: 50 buy tx | 56 sell tx | 421 unfinished tx.
The 306 round: 47 buy tx | 43 sell tx | 431 unfinished tx.
The 307 round: 49 buy tx | 56 sell tx | 426 unfinished tx.
The 308 round: 50 buy tx | 51 sell tx | 425 unfinished tx.
The 309 round: 59 buy tx | 51 sell tx | 415 unfinished tx.
The 310 round: 43 buy tx | 43 sell tx | 429 unfinished tx.
The 311 round: 61 buy tx | 41 sell tx | 427 unfinished tx.
The 312 round: 54 buy tx | 56 sell tx | 417 unfinished tx.
The 313 round: 39 buy tx | 51 sell tx | 427 unfinished tx.
The 314 round: 44 buy tx | 45 sell tx | 438 unfinished tx.
The 315 round: 46 buy tx | 54 sell tx | 438 unfinished tx.
The 316 round: 38 buy tx | 46 sell tx | 454 unfinished tx.
The 317 round: 39 buy tx | 38 sell tx | 477 unfinished tx.
The 318 round: 45 buy tx | 50 sell tx | 482 unfinished tx.
The 319 round: 40 buy tx | 44 sell tx | 498 unfinished tx.
The 320 round: 46 buy tx | 49 sell tx | 503 unfinished tx.
The 321 round: 51 buy tx | 57 sell tx | 495 unfinished tx.
The 322 round: 53 buy tx | 57 sell tx | 485 unfinished tx.
The 323 round: 38 buy tx | 44 sell tx | 503 unfinished tx.
The 324 round: 51 buy tx | 42 sell tx | 510 unfinished tx.
The 325 round: 44 buy tx | 40 sell tx | 526 unfinished tx.
The 326 round: 45 buy tx | 48 sell tx | 533 unfinished tx.
The 327 round: 44 buy tx | 46 sell tx | 543 unfinished tx.
The 328 round: 58 buy tx | 44 sell tx | 541 unfinished tx.
The 329 round: 41 buy tx | 42 sell tx | 558 unfinished tx.
The 330 round: 50 buy tx | 50 sell tx | 558 unfinished tx.
The 331 round: 47 buy tx | 54 sell tx | 557 unfinished tx.
The 332 round: 59 buy tx | 51 sell tx | 547 unfinished tx.
The 333 round: 65 buy tx | 56 sell tx | 526 unfinished tx.
The 334 round: 49 buy tx | 49 sell tx | 528 unfinished tx.
The 335 round: 54 buy tx | 55 sell tx | 519 unfinished tx.
The 336 round: 45 buy tx | 51 sell tx | 523 unfinished tx.
The 337 round: 46 buy tx | 61 sell tx | 516 unfinished tx.
The 338 round: 55 buy tx | 54 sell tx | 507 unfinished tx.
The 339 round: 51 buy tx | 50 sell tx | 506 unfinished tx.
The 340 round: 47 buy tx | 50 sell tx | 509 unfinished tx.
The 341 round: 29 buy tx | 53 sell tx | 527 unfinished tx.
The 342 round: 35 buy tx | 53 sell tx | 539 unfinished tx.
The 343 round: 52 buy tx | 55 sell tx | 532 unfinished tx.
The 344 round: 61 buy tx | 53 sell tx | 518 unfinished tx.
The 345 round: 45 buy tx | 49 sell tx | 524 unfinished tx.
The 346 round: 60 buy tx | 46 sell tx | 518 unfinished tx.
The 347 round: 45 buy tx | 45 sell tx | 528 unfinished tx.
The 348 round: 43 buy tx | 45 sell tx | 540 unfinished tx.
The 349 round: 50 buy tx | 44 sell tx | 546 unfinished tx.
The 350 round: 42 buy tx | 48 sell tx | 556 unfinished tx.
The 351 round: 53 buy tx | 46 sell tx | 557 unfinished tx.
The 352 round: 56 buy tx | 43 sell tx | 558 unfinished tx.
The 353 round: 47 buy tx | 50 sell tx | 561 unfinished tx.
The 354 round: 46 buy tx | 54 sell tx | 561 unfinished tx.
The 355 round: 51 buy tx | 55 sell tx | 555 unfinished tx.
The 356 round: 46 buy tx | 46 sell tx | 563 unfinished tx.
The 357 round: 51 buy tx | 42 sell tx | 570 unfinished tx.
The 358 round: 53 buy tx | 54 sell tx | 563 unfinished tx.
The 359 round: 51 buy tx | 36 sell tx | 576 unfinished tx.
The 360 round: 51 buy tx | 50 sell tx | 575 unfinished tx.
The 361 round: 38 buy tx | 52 sell tx | 585 unfinished tx.
The 362 round: 59 buy tx | 47 sell tx | 579 unfinished tx.
The 363 round: 38 buy tx | 32 sell tx | 609 unfinished tx.
The 364 round: 56 buy tx | 56 sell tx | 597 unfinished tx.
The 365 round: 45 buy tx | 54 sell tx | 598 unfinished tx.
The 366 round: 43 buy tx | 54 sell tx | 601 unfinished tx.
The 367 round: 44 buy tx | 42 sell tx | 615 unfinished tx.
The 368 round: 41 buy tx | 41 sell tx | 633 unfinished tx.
The 369 round: 46 buy tx | 41 sell tx | 646 unfinished tx.
The 370 round: 48 buy tx | 48 sell tx | 650 unfinished tx.
The 371 round: 54 buy tx | 49 sell tx | 647 unfinished tx.
The 372 round: 47 buy tx | 52 sell tx | 648 unfinished tx.
The 373 round: 55 buy tx | 41 sell tx | 652 unfinished tx.
The 374 round: 43 buy tx | 50 sell tx | 659 unfinished tx.
The 375 round: 55 buy tx | 61 sell tx | 643 unfinished tx.
The 376 round: 46 buy tx | 52 sell tx | 645 unfinished tx.
The 377 round: 47 buy tx | 55 sell tx | 643 unfinished tx.
The 378 round: 55 buy tx | 56 sell tx | 632 unfinished tx.
The 379 round: 45 buy tx | 56 sell tx | 631 unfinished tx.
The 380 round: 43 buy tx | 43 sell tx | 645 unfinished tx.
The 381 round: 46 buy tx | 47 sell tx | 652 unfinished tx.
The 382 round: 46 buy tx | 58 sell tx | 648 unfinished tx.
The 383 round: 41 buy tx | 56 sell tx | 651 unfinished tx.
The 384 round: 54 buy tx | 60 sell tx | 637 unfinished tx.
The 385 round: 55 buy tx | 59 sell tx | 623 unfinished tx.
The 386 round: 49 buy tx | 62 sell tx | 612 unfinished tx.
The 387 round: 55 buy tx | 42 sell tx | 615 unfinished tx.
The 388 round: 44 buy tx | 59 sell tx | 612 unfinished tx.
The 389 round: 45 buy tx | 53 sell tx | 614 unfinished tx.
The 390 round: 49 buy tx | 56 sell tx | 609 unfinished tx.
The 391 round: 48 buy tx | 37 sell tx | 624 unfinished tx.
The 392 round: 42 buy tx | 56 sell tx | 626 unfinished tx.
The 393 round: 53 buy tx | 51 sell tx | 622 unfinished tx.
The 394 round: 44 buy tx | 52 sell tx | 626 unfinished tx.
The 395 round: 45 buy tx | 49 sell tx | 632 unfinished tx.
The 396 round: 60 buy tx | 47 sell tx | 625 unfinished tx.
The 397 round: 53 buy tx | 42 sell tx | 630 unfinished tx.
The 398 round: 51 buy tx | 59 sell tx | 620 unfinished tx.
The 399 round: 46 buy tx | 41 sell tx | 633 unfinished tx.
The 400 round: 114 buy tx | 9 sell tx | 610 unfinished tx.
The 401 round: 45 buy tx | 99 sell tx | 566 unfinished tx.
The 402 round: 43 buy tx | 46 sell tx | 577 unfinished tx.
The 403 round: 57 buy tx | 51 sell tx | 569 unfinished tx.
The 404 round: 50 buy tx | 37 sell tx | 582 unfinished tx.
The 405 round: 46 buy tx | 44 sell tx | 592 unfinished tx.
The 406 round: 59 buy tx | 54 sell tx | 579 unfinished tx.
The 407 round: 46 buy tx | 55 sell tx | 578 unfinished tx.
The 408 round: 45 buy tx | 45 sell tx | 588 unfinished tx.
The 409 round: 50 buy tx | 50 sell tx | 588 unfinished tx.
The 410 round: 45 buy tx | 43 sell tx | 600 unfinished tx.
The 411 round: 40 buy tx | 47 sell tx | 613 unfinished tx.
The 412 round: 48 buy tx | 52 sell tx | 613 unfinished tx.
The 413 round: 58 buy tx | 58 sell tx | 597 unfinished tx.
The 414 round: 47 buy tx | 59 sell tx | 591 unfinished tx.
The 415 round: 44 buy tx | 46 sell tx | 601 unfinished tx.
The 416 round: 52 buy tx | 46 sell tx | 603 unfinished tx.
The 417 round: 47 buy tx | 44 sell tx | 612 unfinished tx.
The 418 round: 53 buy tx | 46 sell tx | 613 unfinished tx.
The 419 round: 45 buy tx | 39 sell tx | 629 unfinished tx.
The 420 round: 50 buy tx | 51 sell tx | 628 unfinished tx.
The 421 round: 54 buy tx | 45 sell tx | 629 unfinished tx.
The 422 round: 37 buy tx | 47 sell tx | 645 unfinished tx.
