The 0 round: 479 buy tx | 512 sell tx | 9 unfinished tx.
The 60 round: 497 buy tx | 506 sell tx | 57 unfinished tx.
The 61 round: 503 buy tx | 497 sell tx | 57 unfinished tx.
The 62 round: 505 buy tx | 503 sell tx | 49 unfinished tx.
The 63 round: 486 buy tx | 524 sell tx | 39 unfinished tx.
The 64 round: 523 buy tx | 480 sell tx | 36 unfinished tx.
The 65 round: 499 buy tx | 497 sell tx | 40 unfinished tx.
The 66 round: 498 buy tx | 488 sell tx | 54 unfinished tx.
The 67 round: 489 buy tx | 505 sell tx | 60 unfinished tx.
The 68 round: 502 buy tx | 506 sell tx | 52 unfinished tx.
The 69 round: 521 buy tx | 478 sell tx | 53 unfinished tx.
The 70 round: 496 buy tx | 510 sell tx | 47 unfinished tx.
The 71 round: 502 buy tx | 498 sell tx | 47 unfinished tx.
The 72 round: 480 buy tx | 516 sell tx | 51 unfinished tx.
The 73 round: 483 buy tx | 517 sell tx | 51 unfinished tx.
The 74 round: 496 buy tx | 490 sell tx | 65 unfinished tx.
The 75 round: 489 buy tx | 508 sell tx | 68 unfinished tx.
The 76 round: 507 buy tx | 496 sell tx | 65 unfinished tx.
The 77 round: 508 buy tx | 501 sell tx | 56 unfinished tx.
The 78 round: 496 buy tx | 497 sell tx | 63 unfinished tx.
The 79 round: 505 buy tx | 491 sell tx | 67 unfinished tx.
The 80 round: 493 buy tx | 507 sell tx | 67 unfinished tx.
The 81 round: 489 buy tx | 505 sell tx | 73 unfinished tx.
The 82 round: 499 buy tx | 504 sell tx | 70 unfinished tx.
The 83 round: 494 buy tx | 496 sell tx | 80 unfinished tx.
The 84 round: 519 buy tx | 487 sell tx | 74 unfinished tx.
The 85 round: 491 buy tx | 504 sell tx | 79 unfinished tx.
The 86 round: 501 buy tx | 494 sell tx | 84 unfinished tx.
The 87 round: 503 buy tx | 514 sell tx | 67 unfinished tx.
The 88 round: 497 buy tx | 501 sell tx | 69 unfinished tx.
The 89 round: 506 buy tx | 484 sell tx | 79 unfinished tx.
The 90 round: 502 buy tx | 510 sell tx | 67 unfinished tx.
The 91 round: 503 buy tx | 499 sell tx | 65 unfinished tx.
The 92 round: 476 buy tx | 501 sell tx | 88 unfinished tx.
The 93 round: 495 buy tx | 514 sell tx | 79 unfinished tx.
The 94 round: 504 buy tx | 490 sell tx | 85 unfinished tx.
The 95 round: 508 buy tx | 471 sell tx | 106 unfinished tx.
The 96 round: 510 buy tx | 497 sell tx | 99 unfinished tx.
The 97 round: 522 buy tx | 483 sell tx | 94 unfinished tx.
The 98 round: 507 buy tx | 497 sell tx | 90 unfinished tx.
The 99 round: 495 buy tx | 502 sell tx | 93 unfinished tx.
The 100 round: 479 buy tx | 520 sell tx | 94 unfinished tx.
The 101 round: 499 buy tx | 495 sell tx | 100 unfinished tx.
The 102 round: 517 buy tx | 485 sell tx | 98 unfinished tx.
The 103 round: 493 buy tx | 511 sell tx | 94 unfinished tx.
The 104 round: 470 buy tx | 520 sell tx | 104 unfinished tx.
The 105 round: 505 buy tx | 491 sell tx | 108 unfinished tx.
The 106 round: 507 buy tx | 490 sell tx | 111 unfinished tx.
The 107 round: 473 buy tx | 520 sell tx | 118 unfinished tx.
The 108 round: 517 buy tx | 503 sell tx | 98 unfinished tx.
The 109 round: 521 buy tx | 475 sell tx | 102 unfinished tx.
The 110 round: 501 buy tx | 499 sell tx | 102 unfinished tx.
The 111 round: 487 buy tx | 506 sell tx | 109 unfinished tx.
The 112 round: 503 buy tx | 498 sell tx | 108 unfinished tx.
The 113 round: 509 buy tx | 498 sell tx | 101 unfinished tx.
The 114 round: 509 buy tx | 502 sell tx | 90 unfinished tx.
The 115 round: 514 buy tx | 502 sell tx | 74 unfinished tx.
The 116 round: 513 buy tx | 504 sell tx | 57 unfinished tx.
The 117 round: 469 buy tx | 513 sell tx | 75 unfinished tx.
The 118 round: 492 buy tx | 513 sell tx | 70 unfinished tx.
The 119 round: 507 buy tx | 490 sell tx | 73 unfinished tx.
The 120 round: 493 buy tx | 505 sell tx | 75 unfinished tx.
The 121 round: 482 buy tx | 507 sell tx | 86 unfinished tx.
The 122 round: 522 buy tx | 470 sell tx | 94 unfinished tx.
The 123 round: 490 buy tx | 549 sell tx | 55 unfinished tx.
The 124 round: 480 buy tx | 523 sell tx | 52 unfinished tx.
The 125 round: 491 buy tx | 497 sell tx | 64 unfinished tx.
The 126 round: 510 buy tx | 494 sell tx | 60 unfinished tx.
The 127 round: 507 buy tx | 489 sell tx | 64 unfinished tx.
The 128 round: 471 buy tx | 522 sell tx | 71 unfinished tx.
The 129 round: 506 buy tx | 502 sell tx | 63 unfinished tx.
The 130 round: 517 buy tx | 481 sell tx | 65 unfinished tx.
The 131 round: 519 buy tx | 469 sell tx | 77 unfinished tx.
The 132 round: 489 buy tx | 499 sell tx | 89 unfinished tx.
The 133 round: 512 buy tx | 499 sell tx | 78 unfinished tx.
The 134 round: 520 buy tx | 494 sell tx | 64 unfinished tx.
The 135 round: 507 buy tx | 483 sell tx | 74 unfinished tx.
The 136 round: 521 buy tx | 482 sell tx | 71 unfinished tx.
The 137 round: 480 buy tx | 518 sell tx | 73 unfinished tx.
The 138 round: 517 buy tx | 477 sell tx | 79 unfinished tx.
The 139 round: 484 buy tx | 504 sell tx | 91 unfinished tx.
The 140 round: 509 buy tx | 497 sell tx | 85 unfinished tx.
The 141 round: 481 buy tx | 502 sell tx | 102 unfinished tx.
The 142 round: 524 buy tx | 497 sell tx | 81 unfinished tx.
The 143 round: 504 buy tx | 494 sell tx | 83 unfinished tx.
The 144 round: 475 buy tx | 506 sell tx | 102 unfinished tx.
The 145 round: 521 buy tx | 489 sell tx | 92 unfinished tx.
The 146 round: 498 buy tx | 497 sell tx | 97 unfinished tx.
The 147 round: 513 buy tx | 493 sell tx | 91 unfinished tx.
The 148 round: 493 buy tx | 512 sell tx | 86 unfinished tx.
The 149 round: 496 buy tx | 504 sell tx | 86 unfinished tx.
The 150 round: 499 buy tx | 512 sell tx | 75 unfinished tx.
The 151 round: 493 buy tx | 509 sell tx | 73 unfinished tx.
The 152 round: 481 buy tx | 508 sell tx | 84 unfinished tx.
The 153 round: 505 buy tx | 478 sell tx | 101 unfinished tx.
The 154 round: 477 buy tx | 521 sell tx | 103 unfinished tx.
The 155 round: 512 buy tx | 490 sell tx | 101 unfinished tx.
The 156 round: 494 buy tx | 508 sell tx | 99 unfinished tx.
The 157 round: 509 buy tx | 495 sell tx | 95 unfinished tx.
The 158 round: 503 buy tx | 495 sell tx | 97 unfinished tx.
The 159 round: 484 buy tx | 515 sell tx | 98 unfinished tx.
The 160 round: 479 buy tx | 504 sell tx | 115 unfinished tx.
The 161 round: 487 buy tx | 511 sell tx | 117 unfinished tx.
The 162 round: 509 buy tx | 497 sell tx | 111 unfinished tx.
The 163 round: 501 buy tx | 498 sell tx | 112 unfinished tx.
The 164 round: 498 buy tx | 504 sell tx | 110 unfinished tx.
The 165 round: 504 buy tx | 495 sell tx | 111 unfinished tx.
The 166 round: 485 buy tx | 516 sell tx | 110 unfinished tx.
The 167 round: 518 buy tx | 501 sell tx | 91 unfinished tx.
The 168 round: 511 buy tx | 492 sell tx | 88 unfinished tx.
The 169 round: 515 buy tx | 478 sell tx | 95 unfinished tx.
The 170 round: 519 buy tx | 482 sell tx | 94 unfinished tx.
The 171 round: 491 buy tx | 516 sell tx | 87 unfinished tx.
The 172 round: 490 buy tx | 510 sell tx | 87 unfinished tx.
The 173 round: 481 buy tx | 515 sell tx | 91 unfinished tx.
The 174 round: 493 buy tx | 497 sell tx | 101 unfinished tx.
The 175 round: 504 buy tx | 490 sell tx | 107 unfinished tx.
The 176 round: 498 buy tx | 501 sell tx | 108 unfinished tx.
The 177 round: 485 buy tx | 507 sell tx | 116 unfinished tx.
The 178 round: 501 buy tx | 518 sell tx | 97 unfinished tx.
The 179 round: 487 buy tx | 510 sell tx | 100 unfinished tx.
The 180 round: 478 buy tx | 511 sell tx | 111 unfinished tx.
The 181 round: 521 buy tx | 478 sell tx | 112 unfinished tx.
The 182 round: 492 buy tx | 512 sell tx | 108 unfinished tx.
The 183 round: 506 buy tx | 489 sell tx | 113 unfinished tx.
The 184 round: 504 buy tx | 495 sell tx | 114 unfinished tx.
The 185 round: 497 buy tx | 488 sell tx | 129 unfinished tx.
The 186 round: 486 buy tx | 532 sell tx | 111 unfinished tx.
The 187 round: 493 buy tx | 504 sell tx | 114 unfinished tx.
The 188 round: 515 buy tx | 466 sell tx | 133 unfinished tx.
The 189 round: 482 buy tx | 519 sell tx | 132 unfinished tx.
The 190 round: 515 buy tx | 464 sell tx | 153 unfinished tx.
The 191 round: 498 buy tx | 526 sell tx | 129 unfinished tx.
The 192 round: 505 buy tx | 508 sell tx | 116 unfinished tx.
The 193 round: 480 buy tx | 525 sell tx | 111 unfinished tx.
The 194 round: 518 buy tx | 493 sell tx | 100 unfinished tx.
The 195 round: 493 buy tx | 498 sell tx | 109 unfinished tx.
The 196 round: 482 buy tx | 505 sell tx | 122 unfinished tx.
The 197 round: 505 buy tx | 511 sell tx | 106 unfinished tx.
The 198 round: 490 buy tx | 508 sell tx | 108 unfinished tx.
The 199 round: 505 buy tx | 498 sell tx | 105 unfinished tx.
The 200 round: 1008 buy tx | 1 sell tx | 96 unfinished tx.
The 201 round: 509 buy tx | 486 sell tx | 101 unfinished tx.
The 202 round: 489 buy tx | 490 sell tx | 122 unfinished tx.
The 203 round: 510 buy tx | 486 sell tx | 126 unfinished tx.
The 204 round: 469 buy tx | 485 sell tx | 172 unfinished tx.
The 205 round: 471 buy tx | 489 sell tx | 212 unfinished tx.
The 206 round: 485 buy tx | 497 sell tx | 230 unfinished tx.
The 207 round: 484 buy tx | 500 sell tx | 246 unfinished tx.
The 208 round: 516 buy tx | 475 sell tx | 255 unfinished tx.
The 209 round: 490 buy tx | 509 sell tx | 256 unfinished tx.
The 210 round: 511 buy tx | 478 sell tx | 267 unfinished tx.
The 211 round: 542 buy tx | 455 sell tx | 270 unfinished tx.
The 212 round: 515 buy tx | 485 sell tx | 270 unfinished tx.
The 213 round: 510 buy tx | 482 sell tx | 278 unfinished tx.
The 214 round: 505 buy tx | 479 sell tx | 294 unfinished tx.
The 215 round: 512 buy tx | 483 sell tx | 299 unfinished tx.
The 216 round: 516 buy tx | 486 sell tx | 297 unfinished tx.
The 217 round: 513 buy tx | 463 sell tx | 321 unfinished tx.
The 218 round: 457 buy tx | 531 sell tx | 333 unfinished tx.
The 219 round: 521 buy tx | 489 sell tx | 323 unfinished tx.
The 220 round: 500 buy tx | 500 sell tx | 323 unfinished tx.
The 221 round: 509 buy tx | 487 sell tx | 327 unfinished tx.
The 222 round: 515 buy tx | 486 sell tx | 326 unfinished tx.
The 223 round: 487 buy tx | 501 sell tx | 338 unfinished tx.
The 224 round: 486 buy tx | 506 sell tx | 346 unfinished tx.
The 225 round: 504 buy tx | 507 sell tx | 335 unfinished tx.
The 226 round: 520 buy tx | 480 sell tx | 335 unfinished tx.
The 227 round: 496 buy tx | 503 sell tx | 336 unfinished tx.
The 228 round: 495 buy tx | 509 sell tx | 332 unfinished tx.
The 229 round: 469 buy tx | 521 sell tx | 342 unfinished tx.
The 230 round: 509 buy tx | 485 sell tx | 348 unfinished tx.
The 231 round: 509 buy tx | 490 sell tx | 349 unfinished tx.
The 232 round: 489 buy tx | 494 sell tx | 366 unfinished tx.
The 233 round: 520 buy tx | 495 sell tx | 351 unfinished tx.
The 234 round: 517 buy tx | 481 sell tx | 353 unfinished tx.
The 235 round: 482 buy tx | 497 sell tx | 374 unfinished tx.
The 236 round: 500 buy tx | 502 sell tx | 372 unfinished tx.
The 237 round: 494 buy tx | 510 sell tx | 368 unfinished tx.
The 238 round: 498 buy tx | 497 sell tx | 373 unfinished tx.
The 239 round: 497 buy tx | 505 sell tx | 371 unfinished tx.
The 240 round: 501 buy tx | 504 sell tx | 366 unfinished tx.
The 241 round: 501 buy tx | 492 sell tx | 373 unfinished tx.
The 242 round: 466 buy tx | 538 sell tx | 369 unfinished tx.
The 243 round: 507 buy tx | 499 sell tx | 363 unfinished tx.
The 244 round: 504 buy tx | 497 sell tx | 362 unfinished tx.
The 245 round: 518 buy tx | 468 sell tx | 376 unfinished tx.
The 246 round: 511 buy tx | 495 sell tx | 370 unfinished tx.
The 247 round: 515 buy tx | 488 sell tx | 367 unfinished tx.
The 248 round: 493 buy tx | 508 sell tx | 366 unfinished tx.
The 249 round: 500 buy tx | 506 sell tx | 360 unfinished tx.
The 250 round: 488 buy tx | 501 sell tx | 371 unfinished tx.
The 251 round: 518 buy tx | 492 sell tx | 361 unfinished tx.
The 252 round: 507 buy tx | 496 sell tx | 358 unfinished tx.
The 253 round: 493 buy tx | 496 sell tx | 369 unfinished tx.
The 254 round: 498 buy tx | 499 sell tx | 372 unfinished tx.
The 255 round: 498 buy tx | 502 sell tx | 372 unfinished tx.
The 256 round: 507 buy tx | 487 sell tx | 378 unfinished tx.
The 257 round: 505 buy tx | 491 sell tx | 382 unfinished tx.
The 258 round: 499 buy tx | 489 sell tx | 394 unfinished tx.
The 259 round: 509 buy tx | 498 sell tx | 387 unfinished tx.
The 260 round: 514 buy tx | 501 sell tx | 372 unfinished tx.
The 261 round: 485 buy tx | 508 sell tx | 379 unfinished tx.
The 262 round: 519 buy tx | 488 sell tx | 372 unfinished tx.
The 263 round: 505 buy tx | 474 sell tx | 393 unfinished tx.
The 264 round: 517 buy tx | 508 sell tx | 368 unfinished tx.
The 265 round: 499 buy tx | 519 sell tx | 350 unfinished tx.
The 266 round: 490 buy tx | 501 sell tx | 359 unfinished tx.
The 267 round: 495 buy tx | 499 sell tx | 365 unfinished tx.
The 268 round: 515 buy tx | 498 sell tx | 352 unfinished tx.
The 269 round: 534 buy tx | 467 sell tx | 351 unfinished tx.
The 270 round: 494 buy tx | 495 sell tx | 362 unfinished tx.
The 271 round: 499 buy tx | 504 sell tx | 359 unfinished tx.
The 272 round: 517 buy tx | 486 sell tx | 356 unfinished tx.
The 273 round: 488 buy tx | 511 sell tx | 357 unfinished tx.
The 274 round: 516 buy tx | 481 sell tx | 360 unfinished tx.
The 275 round: 476 buy tx | 525 sell tx | 359 unfinished tx.
The 276 round: 502 buy tx | 489 sell tx | 368 unfinished tx.
The 277 round: 528 buy tx | 481 sell tx | 359 unfinished tx.
The 278 round: 488 buy tx | 509 sell tx | 362 unfinished tx.
The 279 round: 490 buy tx | 496 sell tx | 376 unfinished tx.
The 280 round: 461 buy tx | 532 sell tx | 383 unfinished tx.
The 281 round: 523 buy tx | 480 sell tx | 380 unfinished tx.
The 282 round: 491 buy tx | 513 sell tx | 376 unfinished tx.
The 283 round: 498 buy tx | 506 sell tx | 372 unfinished tx.
The 284 round: 503 buy tx | 487 sell tx | 382 unfinished tx.
The 285 round: 490 buy tx | 513 sell tx | 379 unfinished tx.
The 286 round: 485 buy tx | 512 sell tx | 382 unfinished tx.
The 287 round: 512 buy tx | 491 sell tx | 379 unfinished tx.
The 288 round: 515 buy tx | 487 sell tx | 377 unfinished tx.
The 289 round: 501 buy tx | 485 sell tx | 391 unfinished tx.
The 290 round: 459 buy tx | 526 sell tx | 406 unfinished tx.
The 291 round: 523 buy tx | 486 sell tx | 397 unfinished tx.
The 292 round: 478 buy tx | 528 sell tx | 391 unfinished tx.
The 293 round: 504 buy tx | 494 sell tx | 393 unfinished tx.
The 294 round: 483 buy tx | 526 sell tx | 384 unfinished tx.
The 295 round: 524 buy tx | 483 sell tx | 377 unfinished tx.
The 296 round: 497 buy tx | 504 sell tx | 376 unfinished tx.
The 297 round: 485 buy tx | 479 sell tx | 412 unfinished tx.
The 298 round: 499 buy tx | 514 sell tx | 399 unfinished tx.
The 299 round: 496 buy tx | 500 sell tx | 403 unfinished tx.
The 300 round: 507 buy tx | 489 sell tx | 407 unfinished tx.
The 301 round: 500 buy tx | 515 sell tx | 392 unfinished tx.
The 302 round: 498 buy tx | 511 sell tx | 383 unfinished tx.
The 303 round: 476 buy tx | 519 sell tx | 388 unfinished tx.
The 304 round: 513 buy tx | 487 sell tx | 388 unfinished tx.
The 305 round: 507 buy tx | 482 sell tx | 399 unfinished tx.
The 306 round: 490 buy tx | 517 sell tx | 392 unfinished tx.
The 307 round: 520 buy tx | 484 sell tx | 388 unfinished tx.
The 308 round: 486 buy tx | 505 sell tx | 397 unfinished tx.
The 309 round: 498 buy tx | 504 sell tx | 395 unfinished tx.
The 310 round: 509 buy tx | 494 sell tx | 392 unfinished tx.
The 311 round: 506 buy tx | 504 sell tx | 382 unfinished tx.
The 312 round: 524 buy tx | 481 sell tx | 377 unfinished tx.
The 313 round: 489 buy tx | 501 sell tx | 387 unfinished tx.
The 314 round: 497 buy tx | 505 sell tx | 385 unfinished tx.
The 315 round: 510 buy tx | 489 sell tx | 386 unfinished tx.
The 316 round: 496 buy tx | 504 sell tx | 386 unfinished tx.
The 317 round: 499 buy tx | 490 sell tx | 397 unfinished tx.
The 318 round: 497 buy tx | 503 sell tx | 397 unfinished tx.
The 319 round: 488 buy tx | 512 sell tx | 397 unfinished tx.
The 320 round: 502 buy tx | 496 sell tx | 399 unfinished tx.
The 321 round: 493 buy tx | 510 sell tx | 396 unfinished tx.
The 322 round: 507 buy tx | 499 sell tx | 390 unfinished tx.
The 323 round: 498 buy tx | 497 sell tx | 395 unfinished tx.
The 324 round: 529 buy tx | 483 sell tx | 383 unfinished tx.
The 325 round: 486 buy tx | 502 sell tx | 395 unfinished tx.
The 326 round: 488 buy tx | 513 sell tx | 394 unfinished tx.
The 327 round: 526 buy tx | 489 sell tx | 379 unfinished tx.
The 328 round: 503 buy tx | 491 sell tx | 385 unfinished tx.
The 329 round: 516 buy tx | 491 sell tx | 378 unfinished tx.
The 330 round: 475 buy tx | 528 sell tx | 375 unfinished tx.
The 331 round: 503 buy tx | 491 sell tx | 381 unfinished tx.
The 332 round: 534 buy tx | 473 sell tx | 374 unfinished tx.
The 333 round: 485 buy tx | 512 sell tx | 377 unfinished tx.
The 334 round: 506 buy tx | 503 sell tx | 368 unfinished tx.
The 335 round: 494 buy tx | 508 sell tx | 366 unfinished tx.
The 336 round: 494 buy tx | 500 sell tx | 372 unfinished tx.
The 337 round: 469 buy tx | 526 sell tx | 377 unfinished tx.
The 338 round: 493 buy tx | 505 sell tx | 379 unfinished tx.
The 339 round: 504 buy tx | 493 sell tx | 382 unfinished tx.
The 340 round: 509 buy tx | 486 sell tx | 387 unfinished tx.
The 341 round: 494 buy tx | 500 sell tx | 393 unfinished tx.
The 342 round: 513 buy tx | 503 sell tx | 377 unfinished tx.
The 343 round: 491 buy tx | 507 sell tx | 379 unfinished tx.
The 344 round: 508 buy tx | 490 sell tx | 381 unfinished tx.
The 345 round: 517 buy tx | 484 sell tx | 380 unfinished tx.
The 346 round: 496 buy tx | 497 sell tx | 387 unfinished tx.
The 347 round: 544 buy tx | 475 sell tx | 368 unfinished tx.
The 348 round: 491 buy tx | 496 sell tx | 381 unfinished tx.
The 349 round: 504 buy tx | 510 sell tx | 367 unfinished tx.
The 350 round: 518 buy tx | 472 sell tx | 377 unfinished tx.
The 351 round: 507 buy tx | 519 sell tx | 351 unfinished tx.
The 352 round: 485 buy tx | 475 sell tx | 391 unfinished tx.
The 353 round: 500 buy tx | 515 sell tx | 376 unfinished tx.
The 354 round: 504 buy tx | 497 sell tx | 375 unfinished tx.
The 355 round: 472 buy tx | 524 sell tx | 379 unfinished tx.
The 356 round: 506 buy tx | 510 sell tx | 363 unfinished tx.
The 357 round: 500 buy tx | 499 sell tx | 364 unfinished tx.
The 358 round: 492 buy tx | 494 sell tx | 378 unfinished tx.
The 359 round: 510 buy tx | 509 sell tx | 359 unfinished tx.
The 360 round: 500 buy tx | 505 sell tx | 354 unfinished tx.
The 361 round: 500 buy tx | 501 sell tx | 353 unfinished tx.
The 362 round: 488 buy tx | 518 sell tx | 347 unfinished tx.
The 363 round: 499 buy tx | 500 sell tx | 348 unfinished tx.
The 364 round: 487 buy tx | 510 sell tx | 351 unfinished tx.
The 365 round: 493 buy tx | 497 sell tx | 361 unfinished tx.
The 366 round: 497 buy tx | 507 sell tx | 357 unfinished tx.
The 367 round: 503 buy tx | 482 sell tx | 372 unfinished tx.
The 368 round: 472 buy tx | 521 sell tx | 379 unfinished tx.
The 369 round: 526 buy tx | 492 sell tx | 361 unfinished tx.
The 370 round: 512 buy tx | 484 sell tx | 365 unfinished tx.
The 371 round: 483 buy tx | 512 sell tx | 370 unfinished tx.
The 372 round: 521 buy tx | 463 sell tx | 386 unfinished tx.
The 373 round: 497 buy tx | 532 sell tx | 357 unfinished tx.
The 374 round: 504 buy tx | 492 sell tx | 361 unfinished tx.
The 375 round: 503 buy tx | 491 sell tx | 367 unfinished tx.
The 376 round: 496 buy tx | 498 sell tx | 373 unfinished tx.
The 377 round: 512 buy tx | 477 sell tx | 384 unfinished tx.
The 378 round: 503 buy tx | 503 sell tx | 378 unfinished tx.
The 379 round: 503 buy tx | 501 sell tx | 374 unfinished tx.
The 380 round: 506 buy tx | 482 sell tx | 386 unfinished tx.
The 381 round: 507 buy tx | 503 sell tx | 376 unfinished tx.
The 382 round: 496 buy tx | 498 sell tx | 382 unfinished tx.
The 383 round: 481 buy tx | 520 sell tx | 381 unfinished tx.
The 384 round: 491 buy tx | 500 sell tx | 390 unfinished tx.
The 385 round: 507 buy tx | 507 sell tx | 376 unfinished tx.
The 386 round: 480 buy tx | 504 sell tx | 392 unfinished tx.
The 387 round: 502 buy tx | 505 sell tx | 385 unfinished tx.
The 388 round: 501 buy tx | 505 sell tx | 379 unfinished tx.
The 389 round: 514 buy tx | 480 sell tx | 385 unfinished tx.
The 390 round: 512 buy tx | 483 sell tx | 390 unfinished tx.
The 391 round: 505 buy tx | 499 sell tx | 386 unfinished tx.
The 392 round: 513 buy tx | 487 sell tx | 386 unfinished tx.
The 393 round: 488 buy tx | 521 sell tx | 377 unfinished tx.
The 394 round: 522 buy tx | 480 sell tx | 375 unfinished tx.
The 395 round: 481 buy tx | 514 sell tx | 380 unfinished tx.
The 396 round: 525 buy tx | 488 sell tx | 367 unfinished tx.
The 397 round: 526 buy tx | 475 sell tx | 366 unfinished tx.
The 398 round: 499 buy tx | 494 sell tx | 373 unfinished tx.
The 399 round: 495 buy tx | 515 sell tx | 363 unfinished tx.
The 400 round: 1003 buy tx | 0 sell tx | 360 unfinished tx.
The 401 round: 494 buy tx | 616 sell tx | 250 unfinished tx.
The 402 round: 507 buy tx | 473 sell tx | 270 unfinished tx.
The 403 round: 482 buy tx | 485 sell tx | 303 unfinished tx.
The 404 round: 496 buy tx | 482 sell tx | 325 unfinished tx.
The 405 round: 525 buy tx | 455 sell tx | 345 unfinished tx.
The 406 round: 495 buy tx | 478 sell tx | 372 unfinished tx.
The 407 round: 481 buy tx | 496 sell tx | 395 unfinished tx.
The 408 round: 478 buy tx | 495 sell tx | 422 unfinished tx.
The 409 round: 480 buy tx | 502 sell tx | 440 unfinished tx.
The 410 round: 506 buy tx | 479 sell tx | 455 unfinished tx.
The 411 round: 497 buy tx | 495 sell tx | 463 unfinished tx.
The 412 round: 518 buy tx | 472 sell tx | 473 unfinished tx.
The 413 round: 502 buy tx | 508 sell tx | 463 unfinished tx.
The 414 round: 530 buy tx | 481 sell tx | 452 unfinished tx.
The 415 round: 509 buy tx | 490 sell tx | 453 unfinished tx.
The 416 round: 487 buy tx | 510 sell tx | 456 unfinished tx.
The 417 round: 488 buy tx | 512 sell tx | 456 unfinished tx.
The 418 round: 491 buy tx | 510 sell tx | 455 unfinished tx.
The 419 round: 514 buy tx | 488 sell tx | 453 unfinished tx.
The 420 round: 507 buy tx | 490 sell tx | 456 unfinished tx.
The 421 round: 541 buy tx | 453 sell tx | 462 unfinished tx.
The 422 round: 514 buy tx | 495 sell tx | 453 unfinished tx.
